wave-length (nm),A
509.015,0.1901
509.374,0.1902
509.733,0.1922
510.092,0.1848
510.451,0.186
510.809,0.1918
511.168,0.1978
511.526,0.1981
511.885,0.1916
512.243,0.1849
512.602,0.1869
512.96,0.2062
513.319,0.1926
513.677,0.1806
514.035,0.1829
514.393,0.2047
514.751,0.1958
515.11,0.1904
515.468,0.1853
515.826,0.2011
516.184,0.2032
516.542,0.1943
516.9,0.1819
517.257,0.1869
517.615,0.1899
517.973,0.1835
518.331,0.1842
518.688,0.2082
519.046,0.1865
519.404,0.1878
519.761,0.1913
520.119,0.1899
520.476,0.171
520.834,0.1897
521.191,0.1905
521.548,0.1918
521.906,0.1842
522.263,0.1892
522.62,0.1858
522.977,0.192
523.334,0.1846
523.691,0.1924
524.048,0.1972
524.405,0.1906
524.762,0.1867
525.119,0.1917
525.476,0.192
525.833,0.1809
526.189,0.1886
526.546,0.1904
526.903,0.1836
527.259,0.1875
527.616,0.1848
527.973,0.1956
528.329,0.1812
528.685,0.1824
529.042,0.187
529.398,0.1857
529.755,0.1917
530.111,0.1859
530.467,0.1774
530.823,0.1999
531.179,0.1869
531.535,0.1875
531.891,0.1845
532.247,0.1865
532.603,0.1841
532.959,0.1957
533.315,0.1874
533.671,0.1851
534.027,0.1859
534.382,0.1983
534.738,0.1956
535.094,0.1932
535.449,0.1833
535.805,0.1771
536.16,0.1833
536.516,0.1845
536.871,0.1781
537.226,0.1718
537.582,0.1824
537.937,0.1796
538.292,0.1847
538.647,0.1923
539.003,0.1883
539.358,0.2005
539.713,0.2006
540.068,0.1896
540.423,0.1872
540.778,0.1894
541.132,0.1782
541.487,0.1839
541.842,0.1703
542.197,0.1792
542.552,0.1739
542.906,0.179
543.261,0.1833
543.615,0.1818
543.97,0.1881
544.324,0.1913
544.679,0.201
545.033,0.1943
545.387,0.1974
545.742,0.2058
546.096,0.2017
546.45,0.1981
546.804,0.1948
547.158,0.194
547.512,0.1923
547.866,0.1791
548.22,0.1724
548.574,0.1856
548.928,0.188
549.282,0.1808
549.636,0.1915
549.99,0.1973
550.343,0.1977
550.697,0.205
551.05,0.1982
551.404,0.1936
551.758,0.1892
552.111,0.1948
552.464,0.1895
552.818,0.1863
553.171,0.1931
553.524,0.1911
553.878,0.1877
554.231,0.1841
554.584,0.2026
554.937,0.2029
555.29,0.1977
555.643,0.1952
555.996,0.2
556.349,0.1889
556.702,0.1847
557.055,0.2007
557.408,0.1982
557.76,0.1981
558.113,0.2043
558.466,0.1944
558.818,0.1989
559.171,0.1991
559.523,0.1948
559.876,0.2005
560.228,0.1904
560.581,0.1999
560.933,0.1936
561.285,0.2045
561.638,0.1982
561.99,0.1957
562.342,0.2027
562.694,0.193
563.046,0.2098
563.398,0.2069
563.75,0.2143
564.102,0.2047
564.454,0.1994
564.806,0.2011
565.158,0.2011
565.509,0.2054
565.861,0.2144
566.213,0.2026
566.564,0.2028
566.916,0.2048
567.267,0.2105
567.619,0.2071
567.97,0.2057
568.322,0.2025
568.673,0.2076
569.024,0.2031
569.376,0.2056
569.727,0.2034
570.078,0.2007
570.429,0.2023
570.78,0.2067
571.131,0.2168
571.482,0.2086
571.833,0.2119
572.184,0.2047
572.535,0.2131
572.885,0.2069
573.236,0.2101
573.587,0.2116
573.938,0.2073
574.288,0.2101
574.639,0.22
574.989,0.2054
575.34,0.2193
575.69,0.2204
576.04,0.2139
576.391,0.2026
576.741,0.213
577.091,0.2084
577.442,0.2189
577.792,0.2078
578.142,0.2101
578.492,0.2036
578.842,0.2134
579.192,0.2147
579.542,0.2228
579.892,0.2158
580.241,0.2187
580.591,0.222
580.941,0.2157
581.291,0.2214
581.64,0.2226
581.99,0.2122
582.339,0.2195
582.689,0.2188
583.038,0.2191
583.388,0.2302
583.737,0.2127
584.086,0.2296
584.436,0.2134
584.785,0.2197
585.134,0.2203
585.483,0.2099
585.832,0.2157
586.181,0.213
586.53,0.2236
586.879,0.2211
587.228,0.2252
587.577,0.2253
587.926,0.2192
588.275,0.2212
588.623,0.2268
588.972,0.228
589.321,0.2333
589.669,0.2264
590.018,0.2327
590.366,0.2307
590.715,0.2319
591.063,0.2358
591.412,0.2325
591.76,0.2389
592.108,0.2334
592.456,0.2411
592.805,0.2318
593.153,0.2299
593.501,0.2372
593.849,0.2323
594.197,0.2355
594.545,0.2419
594.893,0.2448
595.24,0.2482
595.588,0.2513
595.936,0.2542
596.284,0.2413
596.631,0.2446
596.979,0.2493
597.327,0.2458
597.674,0.2558
598.022,0.2567
598.369,0.2481
598.716,0.255
599.064,0.2524
599.411,0.2479
599.758,0.2522
600.105,0.2404
600.453,0.2556
600.8,0.2603
601.147,0.2627
601.494,0.2594
601.841,0.2571
602.188,0.2517
602.535,0.2614
602.881,0.2603
603.228,0.2605
603.575,0.26
603.922,0.2614
604.268,0.2655
604.615,0.2637
604.961,0.2725
605.308,0.2688
605.654,0.2786
606.001,0.2658
606.347,0.2713
606.693,0.2803
607.04,0.2681
607.386,0.2716
607.732,0.2762
608.078,0.2876
608.424,0.2732
608.77,0.2738
609.116,0.2713
609.462,0.2779
609.808,0.2785
610.154,0.2814
610.5,0.2753
610.846,0.2814
611.191,0.2805
611.537,0.274
611.883,0.2841
612.228,0.2792
612.574,0.2802
612.919,0.279
613.265,0.2701
613.61,0.2689
613.955,0.2752
614.301,0.2784
614.646,0.2823
614.991,0.2805
615.336,0.2818
615.681,0.285
616.026,0.2806
616.371,0.2807
616.716,0.2894
617.061,0.2867
617.406,0.2826
617.751,0.2855
618.096,0.2905
618.44,0.2807
618.785,0.2835
619.13,0.2802
619.474,0.2895
619.819,0.2781
620.163,0.2895
620.508,0.2769
620.852,0.2884
621.197,0.2936
621.541,0.2857
621.885,0.285
622.229,0.2857
622.574,0.2931
622.918,0.2902
623.262,0.2911
623.606,0.2813
623.95,0.2858
624.294,0.278
624.638,0.2852
624.981,0.2866
625.325,0.2981
625.669,0.2922
626.013,0.2888
626.356,0.292
626.7,0.2935
627.043,0.2906
627.387,0.2862
627.73,0.293
628.074,0.2869
628.417,0.2976
628.761,0.2983
629.104,0.2898
629.447,0.2901
629.79,0.2863
630.133,0.2926
630.476,0.2967
630.819,0.2993
631.162,0.3026
631.505,0.3041
631.848,0.3076
632.191,0.2939
632.534,0.3037
632.877,0.3088
633.219,0.2975
633.562,0.3005
633.905,0.3074
634.247,0.2978
634.59,0.2991
634.932,0.2935
635.275,0.2921
635.617,0.2985
635.959,0.2983
636.302,0.3022
636.644,0.3062
636.986,0.3092
637.328,0.3138
637.67,0.3065
638.012,0.3108
638.354,0.3217
638.696,0.3149
639.038,0.3101
639.38,0.3126
639.722,0.311
640.064,0.3169
640.405,0.3261
640.747,0.3288
641.089,0.3127
641.43,0.307
641.772,0.3177
642.113,0.3348
642.455,0.3349
642.796,0.322
643.137,0.3168
643.479,0.3306
643.82,0.3407
644.161,0.3338
644.502,0.331
644.843,0.3358
645.185,0.3373
645.526,0.3465
645.866,0.3461
646.207,0.3399
646.548,0.3381
646.889,0.3568
647.23,0.3521
647.571,0.3588
647.911,0.3487
648.252,0.3455
648.592,0.3517
648.933,0.3582
649.273,0.3519
649.614,0.3561
649.954,0.3574
650.295,0.3497
650.635,0.3624
650.975,0.3714
651.315,0.3638
651.656,0.3705
651.996,0.3672
652.336,0.3566
652.676,0.3712
653.016,0.3668
653.356,0.3771
653.695,0.3817
654.035,0.3652
654.375,0.367
654.715,0.378
655.054,0.3803
655.394,0.3837
655.734,0.3782
656.073,0.3785
656.413,0.3895
656.752,0.3873
657.091,0.3714
657.431,0.3873
657.77,0.3884
658.109,0.3848
658.449,0.3873
658.788,0.3857
659.127,0.3851
659.466,0.3906
659.805,0.3939
660.144,0.4003
660.483,0.3945
660.822,0.4133
661.16,0.4023
661.499,0.4047
661.838,0.4028
662.177,0.4085
662.515,0.3997
662.854,0.4017
663.192,0.3896
663.531,0.3956
663.869,0.3995
664.208,0.3954
664.546,0.3923
664.884,0.3859
665.222,0.4139
665.561,0.4144
665.899,0.3952
666.237,0.4048
666.575,0.4209
666.913,0.4141
667.251,0.416
667.589,0.4251
667.927,0.4155
668.264,0.4072
668.602,0.4112
668.94,0.3965
669.278,0.393
669.615,0.3895
669.953,0.405
670.29,0.3871
670.628,0.3902
670.965,0.377
671.303,0.386
671.64,0.3853
671.977,0.3944
672.314,0.4052
672.652,0.3897
672.989,0.3895
673.326,0.3827
673.663,0.384
674,0.3875
674.337,0.3867
674.674,0.3824
675.01,0.3783
675.347,0.3689
675.684,0.362
676.021,0.3627
676.357,0.3364
676.694,0.3513
677.031,0.3201
677.367,0.3314
677.704,0.326
678.04,0.3202
678.376,0.3151
678.713,0.3247
679.049,0.3355
679.385,0.3281
679.721,0.3193
680.057,0.3226
680.393,0.3154
680.73,0.3039
681.065,0.3159
681.401,0.3104
681.737,0.3071
682.073,0.2993
682.409,0.3038
682.745,0.2884
683.08,0.2861
683.416,0.2816
683.752,0.271
684.087,0.2556
684.423,0.2562
684.758,0.2586
685.093,0.259
685.429,0.2618
685.764,0.2485
686.099,0.2588
686.435,0.2534
686.77,0.248
687.105,0.2405
687.44,0.254
687.775,0.2443
688.11,0.244
688.445,0.2443
688.78,0.241
689.114,0.2371
689.449,0.2277
689.784,0.2206
690.119,0.2189
690.453,0.2211
690.788,0.2201
691.122,0.2227
691.457,0.2161
691.791,0.203
692.126,0.2004
692.46,0.2008
692.794,0.1988
693.128,0.1921
693.463,0.1998
693.797,0.1972
694.131,0.2016
694.465,0.1924
694.799,0.205
695.133,0.205
695.467,0.1927
695.801,0.1967
696.134,0.1957
696.468,0.1917
696.802,0.186
697.135,0.1839
697.469,0.1781
697.803,0.1874
698.136,0.1728
698.47,0.1761
698.803,0.1731
699.136,0.1683
699.47,0.1811
699.803,0.1698
700.136,0.175
700.469,0.1714
700.802,0.1705
701.135,0.1753
701.468,0.1662
701.801,0.1668
702.134,0.1783
702.467,0.1797
702.8,0.1714
703.133,0.1729
703.465,0.1686
703.798,0.163
704.131,0.1602
704.463,0.1633
704.796,0.1704
705.128,0.1638
705.461,0.1698
705.793,0.1651
706.125,0.1594
706.458,0.1605
706.79,0.1586
707.122,0.1658
707.454,0.1594
707.786,0.1609
708.118,0.1566
708.45,0.156
708.782,0.1585
709.114,0.1535
709.446,0.1568
709.778,0.1726
710.11,0.1649
710.441,0.1782
710.773,0.1674
711.104,0.1646
711.436,0.1647
711.768,0.1474
712.099,0.1617
712.43,0.1494
712.762,0.1531
713.093,0.1631
713.424,0.1593
713.755,0.154
714.087,0.1516
714.418,0.1531
714.749,0.1564
715.08,0.159
715.411,0.1535
715.742,0.1451
716.072,0.1587
716.403,0.1647
716.734,0.1597
717.065,0.1633
717.395,0.152
717.726,0.1487
718.057,0.1499
718.387,0.1493
718.718,0.149
719.048,0.1458
719.378,0.1556
719.709,0.1541
720.039,0.1588
720.369,0.1396
720.699,0.1504
721.029,0.1568
721.359,0.1554
721.689,0.16
722.019,0.149
722.349,0.1503
722.679,0.1496
723.009,0.1481
723.339,0.1644
723.669,0.1568
723.998,0.1609
724.328,0.1648
724.657,0.1587
724.987,0.1588
725.316,0.1487
725.646,0.1537
725.975,0.1558
726.305,0.1536
726.634,0.1517
726.963,0.1487
727.292,0.1465
727.621,0.161
727.95,0.1599
728.279,0.1495
728.608,0.1471
728.937,0.1486
729.266,0.1437
729.595,0.1613
729.924,0.1635
730.253,0.1556
730.581,0.1488
730.91,0.1403
731.238,0.1544
731.567,0.1607
731.896,0.1722
732.224,0.1577
732.552,0.1548
732.881,0.1424
733.209,0.1409
733.537,0.1405
733.865,0.1491
734.194,0.1454
734.522,0.1418
734.85,0.1472
735.178,0.1455
735.506,0.1387
735.833,0.1483
736.161,0.1553
736.489,0.1465
736.817,0.1411
737.144,0.1468
737.472,0.1427
737.8,0.1576
738.127,0.1587
738.455,0.155
738.782,0.1536
739.11,0.1533
739.437,0.149
739.764,0.1467
740.091,0.1363
740.419,0.1401
740.746,0.1399
741.073,0.1428
741.4,0.1503
741.727,0.1431
742.054,0.1414
742.381,0.1358
742.708,0.1545
743.034,0.1482
743.361,0.1515
743.688,0.1476
744.014,0.1564
744.341,0.1524
744.668,0.1418
744.994,0.1479
745.321,0.1449
745.647,0.1496
745.973,0.1482
746.3,0.1501
746.626,0.138
746.952,0.144
747.278,0.1385
747.604,0.1379
747.93,0.141
748.256,0.1465
748.582,0.1462
748.908,0.1416
749.234,0.1289
749.56,0.1552
749.885,0.1495
750.211,0.1565
750.537,0.1437
750.862,0.1586
751.188,0.1508
751.513,0.1627
751.839,0.1469
752.164,0.142
752.49,0.1363
752.815,0.1445
753.14,0.1333
753.465,0.1464
753.79,0.1446
754.116,0.1475
754.441,0.1402
754.766,0.1353
755.091,0.1338
755.415,0.1353
755.74,0.1266
756.065,0.1386
756.39,0.1381
756.714,0.1522
757.039,0.1457
757.364,0.1503
757.688,0.1527
758.013,0.1534
758.337,0.1413
758.662,0.1487
758.986,0.1508
759.31,0.1528
759.634,0.1532
759.959,0.1521
760.283,0.146
760.607,0.1389
760.931,0.1461
761.255,0.1462
761.579,0.1401
761.903,0.1455
762.226,0.1404
762.55,0.1398
762.874,0.1425
763.198,0.1314
763.521,0.1442
763.845,0.1411
764.168,0.1466
764.492,0.1512
764.815,0.156
765.139,0.1554
765.462,0.1506
765.785,0.1465
766.109,0.145
766.432,0.1471
766.755,0.1551
767.078,0.1397
767.401,0.1475
767.724,0.148
768.047,0.1417
768.37,0.1489
768.693,0.1513
769.015,0.155
769.338,0.1492
769.661,0.1572
769.983,0.1546
770.306,0.1571
770.628,0.131
770.951,0.1383
771.273,0.1264
771.596,0.131
771.918,0.134
772.24,0.1496
772.562,0.1398
772.885,0.1514
773.207,0.1388
773.529,0.1438
773.851,0.1408
774.173,0.1497
774.495,0.1686
774.817,0.1636
775.138,0.1591
775.46,0.1635
775.782,0.1531
776.103,0.1519
776.425,0.1426
776.747,0.1401
777.068,0.135
777.39,0.1345
777.711,0.1409
778.032,0.1337
778.354,0.1372
778.675,0.1473
778.996,0.1399
779.317,0.1484
779.638,0.1434
779.959,0.1373
780.28,0.1337
780.601,0.1426
780.922,0.1426
781.243,0.1507
781.564,0.1398
781.885,0.1398
782.205,0.1328
782.526,0.1157
782.847,0.1312
783.167,0.1355
783.488,0.1409
783.808,0.1213
784.128,0.1305
784.449,0.1382
784.769,0.1394
785.089,0.1297
785.409,0.1327
785.73,0.1413
786.05,0.1405
786.37,0.1446
786.69,0.139
787.01,0.1519
787.329,0.1383
787.649,0.1415
787.969,0.1297
788.289,0.1282
788.608,0.137
788.928,0.1298
789.248,0.1377
789.567,0.1403
789.887,0.1392
790.206,0.1449
790.525,0.1354
790.845,0.1386
791.164,0.1424
791.483,0.1231
791.802,0.1492
792.121,0.1518
792.44,0.15
792.76,0.1547
793.078,0.156
793.397,0.155
793.716,0.1525
794.035,0.1574
794.354,0.1366
794.672,0.1418
794.991,0.1522
795.31,0.1417
795.628,0.1333
795.947,0.1357
796.265,0.1346
796.584,0.1301
796.902,0.139
797.22,0.1182
797.538,0.1386
797.857,0.1326
798.175,0.1272
798.493,0.1505
798.811,0.1432
799.129,0.1452
799.447,0.1528
799.765,0.153
800.083,0.1486
800.4,0.1437
800.718,0.1479
801.036,0.1372
801.353,0.143
801.671,0.1484
801.988,0.1437
802.306,0.1349
802.623,0.1337
802.941,0.1356
803.258,0.1252
803.575,0.1275
803.892,0.1229
804.21,0.1191
804.527,0.1125
804.844,0.1133
805.161,0.1165
805.478,0.1118
805.795,0.1137
806.111,0.1375
806.428,0.1406
806.745,0.1506
807.062,0.1525
807.378,0.1476
807.695,0.1451
808.011,0.1538
808.328,0.1433
808.644,0.1555
808.961,0.1427
809.277,0.1623
809.593,0.1573
809.91,0.1581
810.226,0.1595
810.542,0.1451
810.858,0.1397
811.174,0.1486
811.49,0.1441
811.806,0.1292
812.122,0.1313
812.438,0.1454
812.753,0.139
813.069,0.1264
813.385,0.118
813.7,0.1175
814.016,0.1232
814.331,0.1222
814.647,0.1292
814.962,0.118
815.278,0.1226
815.593,0.1467
815.908,0.128
816.223,0.1192
816.538,0.142
816.854,0.1252
817.169,0.1399
817.484,0.1503
817.799,0.159
818.113,0.1449
818.428,0.1564
818.743,0.1512
819.058,0.1577
819.372,0.1143
819.687,0.1247
820.002,0.1253
820.316,0.1109
820.631,0.1444
820.945,0.1352
821.259,0.1346
821.574,0.126
821.888,0.1316
822.202,0.1202
822.516,0.1329
822.83,0.1205
823.145,0.1181
823.459,0.1403
823.772,0.1498
824.086,0.1304
824.4,0.1482
824.714,0.1367
825.028,0.1189
825.341,0.1187
825.655,0.1278
825.969,0.1344
826.282,0.154
826.596,0.1654
826.909,0.13
827.222,0.1432
827.536,0.1275
827.849,0.1305
828.162,0.1288
828.475,0.1517
828.789,0.1338
829.102,0.1405
829.415,0.1494
829.728,0.1452
830.041,0.1235
830.353,0.1199
830.666,0.1264
830.979,0.1425
831.292,0.1477
831.604,0.1296
831.917,0.1411
832.229,0.1407
832.542,0.1406
832.854,0.1386
833.167,0.1343
833.479,0.1318
833.791,0.1363
834.104,0.1129
834.416,0.1326
834.728,0.1227
835.04,0.1237
835.352,0.1339
835.664,0.1286
835.976,0.1257
836.288,0.1286
836.599,0.1503
836.911,0.1338
837.223,0.1346
837.535,0.1187
837.846,0.1326
838.158,0.1411
838.469,0.1541
838.781,0.1491
839.092,0.1326
839.403,0.1444
839.715,0.1384
840.026,0.1322
840.337,0.1412
840.648,0.1391
840.959,0.138
841.27,0.1354
841.581,0.1367
841.892,0.1337
842.203,0.1244
842.514,0.1335
842.825,0.1488
843.135,0.1365
843.446,0.1561
843.757,0.1343
844.067,0.1423
844.378,0.1335
844.688,0.1296
844.999,0.1479
845.309,0.1568
845.619,0.1479
845.929,0.1385
846.24,0.1559
846.55,0.138
846.86,0.144
847.17,0.1302
847.48,0.139
847.79,0.1424
848.1,0.1466
848.409,0.108
848.719,0.1164
849.029,0.1352
849.338,0.1021
849.648,0.1308
849.958,0.1147
850.267,0.1318
850.577,0.1341
850.886,0.1376
851.195,0.1392
851.505,0.1297
851.814,0.1452
852.123,0.121
852.432,0.1302
852.741,0.1215
853.05,0.1385
853.359,0.1419
853.668,0.165
853.977,0.1546
854.286,0.1553
854.595,0.1272
854.903,0.1518
855.212,0.1394
855.521,0.1184
855.829,0.1378
856.138,0.1363
856.446,0.1381
856.754,0.1349
857.063,0.1423
857.371,0.1355
857.679,0.1323
857.987,0.1421
858.296,0.1525
858.604,0.1227
858.912,0.1426
859.22,0.1419
859.527,0.1319
859.835,0.1432
860.143,0.1555
860.451,0.1452
860.759,0.1315
861.066,0.1253
861.374,0.1341
861.681,0.1408
861.989,0.1458
862.296,0.1296
862.604,0.127
862.911,0.1384
863.218,0.1491
863.526,0.1483
863.833,0.1394
864.14,0.1277
864.447,0.1491
864.754,0.1399
865.061,0.1547
865.368,0.1338
865.675,0.1252
865.981,0.1175
866.288,0.1398
866.595,0.1325
866.901,0.1217
867.208,0.1532
867.515,0.1242
867.821,0.1122
868.127,0.1278
868.434,0.1208
868.74,0.1114
869.046,0.1295
869.353,0.1453
869.659,0.1391
869.965,0.1303
870.271,0.1512
870.577,0.1214
870.883,0.1333
871.189,0.1419
871.495,0.1594
871.8,0.1748
872.106,0.1345
872.412,0.132
872.717,0.1457
873.023,0.1338
873.329,0.1398
873.634,0.1352
873.939,0.1329
874.245,0.1729
874.55,0.1329
874.855,0.1207
875.161,0.1118
875.466,0.1342
875.771,0.1101
876.076,0.1215
876.381,0.133
876.686,0.1196
876.991,0.1479
877.295,0.1505
877.6,0.1462
877.905,0.1516
878.21,0.1628
878.514,0.1677
