wave-length (nm),A
413.504,0.0342
413.874,0.1103
414.244,0.1005
414.614,0.0683
414.984,0.0717
415.354,0.1285
415.724,0.1523
416.094,0.1331
416.463,0.0663
416.833,0.1033
417.203,0.0295
417.573,0.0943
417.942,0.1073
418.312,0.1261
418.682,0.0296
419.051,0.0418
419.421,0.1067
419.79,0.0727
420.159,0.042
420.529,0.0883
420.898,0.0799
421.267,0.0618
421.637,0.1287
422.006,0.0393
422.375,0.1184
422.744,0.1392
423.113,0.0615
423.482,0.089
423.851,0.1022
424.22,0.0918
424.589,0.0746
424.958,0.075
425.327,0.0955
425.695,0.0563
426.064,0.0748
426.433,0.0624
426.802,0.1004
427.17,0.0483
427.539,0.0784
427.907,0.0991
428.276,0.0627
428.644,0.0692
429.013,0.0659
429.381,0.1129
429.749,0.0878
430.118,0.0542
430.486,0.0489
430.854,0.0295
431.222,0.0683
431.59,0.0501
431.958,0.0641
432.326,0.0746
432.694,0.0588
433.062,0.0752
433.43,0.0598
433.798,0.0536
434.166,0.1005
434.533,0.0552
434.901,0.0665
435.269,0.0989
435.636,0.0382
436.004,0.0533
436.372,0.0364
436.739,0.0799
437.107,0.0967
437.474,0.0702
437.841,0.049
438.209,0.0834
438.576,0.0797
438.943,0.0788
439.31,0.0725
439.678,0.0663
440.045,0.0722
440.412,0.0627
440.779,0.0828
441.146,0.0761
441.513,0.0951
441.88,0.0733
442.247,0.0764
442.613,0.0746
442.98,0.071
443.347,0.058
443.714,0.081
444.08,0.0881
444.447,0.0969
444.813,0.061
445.18,0.0895
445.546,0.0607
445.913,0.069
446.279,0.0462
446.646,0.0224
447.012,0.0721
447.378,0.0843
447.744,0.0912
448.111,0.0709
448.477,0.0806
448.843,0.1024
449.209,0.0866
449.575,0.0494
449.941,0.0613
450.307,0.0607
450.673,0.0514
451.039,0.0651
451.404,0.0671
451.77,0.0846
452.136,0.086
452.502,0.0854
452.867,0.0767
453.233,0.0842
453.598,0.047
453.964,0.0824
454.329,0.0835
454.695,0.0627
455.06,0.0878
455.425,0.08
455.791,0.0839
456.156,0.0611
456.521,0.0985
456.886,0.0522
457.251,0.071
457.616,0.0634
457.981,0.0712
458.346,0.0666
458.711,0.0771
459.076,0.0741
459.441,0.069
459.806,0.0783
460.171,0.0531
460.535,0.0953
460.9,0.0781
461.265,0.0657
461.629,0.0816
461.994,0.0769
462.358,0.0669
462.723,0.0703
463.087,0.0904
463.452,0.0657
463.816,0.1003
464.18,0.0635
464.544,0.0972
464.909,0.0806
465.273,0.0607
465.637,0.0876
466.001,0.0618
466.365,0.059
466.729,0.0744
467.093,0.0663
467.457,0.0656
467.821,0.0726
468.185,0.0724
468.548,0.0707
468.912,0.0822
469.276,0.0795
469.639,0.0748
470.003,0.0314
470.367,0.0646
470.73,0.0728
471.094,0.0771
471.457,0.0801
471.82,0.0928
472.184,0.0702
472.547,0.0855
472.91,0.0782
473.274,0.0818
473.637,0.0535
474,0.0801
474.363,0.0761
474.726,0.0785
475.089,0.0729
475.452,0.0731
475.815,0.0926
476.178,0.1084
476.54,0.0783
476.903,0.0774
477.266,0.0913
477.629,0.0701
477.991,0.0817
478.354,0.0677
478.716,0.0864
479.079,0.0702
479.441,0.0938
479.804,0.0806
480.166,0.0899
480.529,0.0742
480.891,0.0685
481.253,0.0629
481.615,0.073
481.978,0.0851
482.34,0.0897
482.702,0.0784
483.064,0.0725
483.426,0.0667
483.788,0.0742
484.15,0.073
484.512,0.074
484.873,0.0649
485.235,0.0687
485.597,0.073
485.959,0.0908
486.32,0.0754
486.682,0.082
487.043,0.0741
487.405,0.071
487.766,0.0753
488.128,0.0874
488.489,0.0604
488.85,0.0655
489.212,0.0785
489.573,0.0789
489.934,0.0795
490.295,0.0748
490.657,0.0632
491.018,0.0811
491.379,0.0795
491.74,0.075
492.101,0.0823
492.461,0.0928
492.822,0.0733
493.183,0.0706
493.544,0.0719
493.905,0.0752
494.265,0.0705
494.626,0.0751
494.987,0.0771
495.347,0.0838
495.708,0.0626
496.068,0.0704
496.429,0.0794
496.789,0.0784
497.149,0.0844
497.509,0.0891
497.87,0.0802
498.23,0.0766
498.59,0.0724
498.95,0.0782
499.31,0.0829
499.67,0.0849
500.03,0.071
500.39,0.0728
500.75,0.0697
501.11,0.0861
501.47,0.0734
501.83,0.076
502.189,0.0828
502.549,0.0732
502.909,0.0703
503.268,0.0538
503.628,0.0731
503.987,0.0705
504.347,0.0736
504.706,0.0759
505.065,0.0834
505.425,0.0687
505.784,0.0733
506.143,0.0729
506.502,0.0852
506.862,0.0774
507.221,0.0641
507.58,0.068
507.939,0.0705
508.298,0.0811
508.657,0.0721
509.015,0.0815
509.374,0.0775
509.733,0.0737
510.092,0.0662
510.451,0.0799
510.809,0.0779
511.168,0.0827
511.526,0.0797
511.885,0.0764
512.243,0.0809
512.602,0.0822
512.96,0.0943
513.319,0.0773
513.677,0.0781
514.035,0.0691
514.393,0.0808
514.751,0.0745
515.11,0.0711
515.468,0.0666
515.826,0.0784
516.184,0.0902
516.542,0.0873
516.9,0.0819
517.257,0.0754
517.615,0.0748
517.973,0.0677
518.331,0.071
518.688,0.074
519.046,0.0676
519.404,0.0726
519.761,0.0727
520.119,0.0807
520.476,0.078
520.834,0.0848
521.191,0.078
521.548,0.0779
521.906,0.0724
522.263,0.0766
522.62,0.0665
522.977,0.0826
523.334,0.068
523.691,0.0779
524.048,0.0852
524.405,0.0675
524.762,0.078
525.119,0.0807
525.476,0.0751
525.833,0.0796
526.189,0.0746
526.546,0.0787
526.903,0.0684
527.259,0.0773
527.616,0.0745
527.973,0.0718
528.329,0.0727
528.685,0.0714
529.042,0.079
529.398,0.085
529.755,0.085
530.111,0.0857
530.467,0.063
530.823,0.0754
531.179,0.0718
531.535,0.07
531.891,0.0683
532.247,0.0617
532.603,0.0714
532.959,0.0724
533.315,0.0769
533.671,0.0808
534.027,0.0783
534.382,0.092
534.738,0.0871
535.094,0.0797
535.449,0.0882
535.805,0.0781
536.16,0.0665
536.516,0.0595
536.871,0.0572
537.226,0.065
537.582,0.0632
537.937,0.0701
538.292,0.0675
538.647,0.0757
539.003,0.081
539.358,0.0862
539.713,0.0898
540.068,0.0892
540.423,0.0899
540.778,0.0844
541.132,0.0775
541.487,0.0784
541.842,0.0669
542.197,0.0562
542.552,0.0642
542.906,0.0624
543.261,0.0603
543.615,0.0713
543.97,0.0839
544.324,0.0802
544.679,0.0857
545.033,0.0913
545.387,0.0868
545.742,0.0971
546.096,0.091
546.45,0.0827
546.804,0.0841
547.158,0.0876
547.512,0.0809
547.866,0.0769
548.22,0.0632
548.574,0.0768
548.928,0.079
549.282,0.0655
549.636,0.0847
549.99,0.0876
550.343,0.0964
550.697,0.0949
551.05,0.0918
551.404,0.0898
551.758,0.0807
552.111,0.0853
552.464,0.0899
552.818,0.0806
553.171,0.0939
553.524,0.0852
553.878,0.0936
554.231,0.0816
554.584,0.095
554.937,0.092
555.29,0.0925
555.643,0.088
555.996,0.0953
556.349,0.0917
556.702,0.0857
557.055,0.0971
557.408,0.0989
557.76,0.0975
558.113,0.0976
558.466,0.0878
558.818,0.0968
559.171,0.0883
559.523,0.0909
559.876,0.0951
560.228,0.0988
560.581,0.1037
560.933,0.0938
561.285,0.0968
561.638,0.0924
561.99,0.0975
562.342,0.0934
562.694,0.098
563.046,0.1079
563.398,0.1062
563.75,0.1128
564.102,0.1057
564.454,0.1055
564.806,0.1102
565.158,0.1106
565.509,0.103
565.861,0.1043
566.213,0.0992
566.564,0.1008
566.916,0.1016
567.267,0.1014
567.619,0.0984
567.97,0.1087
568.322,0.1046
568.673,0.1022
569.024,0.1009
569.376,0.099
569.727,0.0922
570.078,0.1027
570.429,0.1045
570.78,0.1093
571.131,0.1151
571.482,0.113
571.833,0.1096
572.184,0.1132
572.535,0.1175
572.885,0.1081
573.236,0.1117
573.587,0.117
573.938,0.1158
574.288,0.1133
574.639,0.116
574.989,0.1155
575.34,0.122
575.69,0.1184
576.04,0.117
576.391,0.1075
576.741,0.11
577.091,0.1142
577.442,0.11
577.792,0.1185
578.142,0.1122
578.492,0.1075
578.842,0.1192
579.192,0.1231
579.542,0.1332
579.892,0.1209
580.241,0.1197
580.591,0.1306
580.941,0.1267
581.291,0.1373
581.64,0.1368
581.99,0.1314
582.339,0.1301
582.689,0.1345
583.038,0.1256
583.388,0.1324
583.737,0.1258
584.086,0.1306
584.436,0.1263
584.785,0.1351
585.134,0.1345
585.483,0.124
585.832,0.1279
586.181,0.1321
586.53,0.1358
586.879,0.1391
587.228,0.1323
587.577,0.1385
587.926,0.135
588.275,0.1393
588.623,0.1465
588.972,0.1469
589.321,0.1563
589.669,0.1473
590.018,0.1577
590.366,0.1444
590.715,0.1491
591.063,0.1501
591.412,0.1484
591.76,0.1504
592.108,0.1551
592.456,0.16
592.805,0.1581
593.153,0.1557
593.501,0.1572
593.849,0.1471
594.197,0.1586
594.545,0.1689
594.893,0.1678
595.24,0.1623
595.588,0.1839
595.936,0.1732
596.284,0.176
596.631,0.1685
596.979,0.1799
597.327,0.172
597.674,0.1843
598.022,0.1805
598.369,0.1822
598.716,0.1717
599.064,0.1752
599.411,0.1692
599.758,0.1803
600.105,0.1758
600.453,0.1834
600.8,0.1889
601.147,0.1848
601.494,0.1838
601.841,0.1939
602.188,0.1866
602.535,0.1893
602.881,0.1978
603.228,0.1991
603.575,0.1969
603.922,0.1877
604.268,0.1991
604.615,0.2027
604.961,0.2083
605.308,0.201
605.654,0.2113
606.001,0.2052
606.347,0.2029
606.693,0.2008
607.04,0.208
607.386,0.2097
607.732,0.2166
608.078,0.2228
608.424,0.2122
608.77,0.2145
609.116,0.2218
609.462,0.2118
609.808,0.2227
610.154,0.2316
610.5,0.2205
610.846,0.2176
611.191,0.2285
611.537,0.2258
611.883,0.224
612.228,0.2231
612.574,0.2284
612.919,0.2265
613.265,0.2221
613.61,0.2235
613.955,0.2273
614.301,0.2309
614.646,0.2293
614.991,0.2225
615.336,0.2351
615.681,0.2354
616.026,0.2357
616.371,0.2336
616.716,0.2349
617.061,0.2412
617.406,0.2353
617.751,0.2361
618.096,0.2345
618.44,0.232
618.785,0.2367
619.13,0.2355
619.474,0.2425
619.819,0.2302
620.163,0.2386
620.508,0.2333
620.852,0.2378
621.197,0.2479
621.541,0.2402
621.885,0.249
622.229,0.2467
622.574,0.2528
622.918,0.246
623.262,0.2494
623.606,0.2427
623.95,0.2386
624.294,0.2379
624.638,0.2363
624.981,0.2422
625.325,0.2497
625.669,0.2528
626.013,0.241
626.356,0.2407
626.7,0.2433
627.043,0.2499
627.387,0.2504
627.73,0.2471
628.074,0.2474
628.417,0.2429
628.761,0.2446
629.104,0.2408
629.447,0.2392
629.79,0.2382
630.133,0.2504
630.476,0.2573
630.819,0.2555
631.162,0.2581
631.505,0.2603
631.848,0.259
632.191,0.2606
632.534,0.2613
632.877,0.2579
633.219,0.263
633.562,0.2569
633.905,0.2647
634.247,0.2567
634.59,0.2591
634.932,0.2627
635.275,0.2494
635.617,0.2605
635.959,0.262
636.302,0.2624
636.644,0.2633
636.986,0.2652
637.328,0.2595
637.67,0.2677
638.012,0.2781
638.354,0.2796
638.696,0.2753
639.038,0.2761
639.38,0.2844
639.722,0.2803
640.064,0.2871
640.405,0.2925
640.747,0.2983
641.089,0.289
641.43,0.2891
641.772,0.2998
642.113,0.3049
642.455,0.3021
642.796,0.2935
643.137,0.2848
643.479,0.2992
643.82,0.3116
644.161,0.3126
644.502,0.3128
644.843,0.3249
645.185,0.3196
645.526,0.329
645.866,0.337
646.207,0.3216
646.548,0.321
646.889,0.3349
647.23,0.3345
647.571,0.3433
647.911,0.3385
648.252,0.3156
648.592,0.3392
648.933,0.3371
649.273,0.3309
649.614,0.3398
649.954,0.341
650.295,0.3554
650.635,0.3556
650.975,0.3549
651.315,0.3573
651.656,0.3657
651.996,0.3632
652.336,0.3592
652.676,0.371
653.016,0.3544
653.356,0.378
653.695,0.3781
654.035,0.3704
654.375,0.3641
654.715,0.3705
655.054,0.378
655.394,0.39
655.734,0.3904
656.073,0.387
656.413,0.3933
656.752,0.3897
657.091,0.3865
657.431,0.3918
657.77,0.3919
658.109,0.3912
658.449,0.3919
658.788,0.3931
659.127,0.4075
659.466,0.3954
659.805,0.4117
660.144,0.4174
660.483,0.4061
660.822,0.4114
661.16,0.4081
661.499,0.4148
661.838,0.4138
662.177,0.417
662.515,0.4216
662.854,0.4113
663.192,0.399
663.531,0.3999
663.869,0.3887
664.208,0.3978
664.546,0.4032
664.884,0.4076
665.222,0.4122
665.561,0.4208
665.899,0.4077
666.237,0.4162
666.575,0.4241
666.913,0.4263
667.251,0.4383
667.589,0.45
667.927,0.4325
668.264,0.4329
668.602,0.4265
668.94,0.4109
669.278,0.405
669.615,0.4004
669.953,0.3998
670.29,0.3888
670.628,0.3883
670.965,0.3765
671.303,0.3803
671.64,0.383
671.977,0.3854
672.314,0.3963
672.652,0.3988
672.989,0.3937
673.326,0.3765
673.663,0.3824
674,0.3779
674.337,0.3834
674.674,0.3731
675.01,0.3724
675.347,0.3708
675.684,0.3718
676.021,0.3561
676.357,0.3245
676.694,0.3253
677.031,0.3098
677.367,0.3157
677.704,0.3104
678.04,0.2869
678.376,0.2905
678.713,0.2864
679.049,0.2993
679.385,0.306
679.721,0.2909
680.057,0.2903
680.393,0.2844
680.73,0.2794
681.065,0.2851
681.401,0.2869
681.737,0.2825
682.073,0.2736
682.409,0.2548
682.745,0.2449
683.08,0.2454
683.416,0.2339
683.752,0.2206
684.087,0.2013
684.423,0.2043
684.758,0.1979
685.093,0.2002
685.429,0.2038
685.764,0.1942
686.099,0.1963
686.435,0.1899
686.77,0.1862
687.105,0.1805
687.44,0.1806
687.775,0.1727
688.11,0.1719
688.445,0.1721
688.78,0.1596
689.114,0.1687
689.449,0.1513
689.784,0.1532
690.119,0.1418
690.453,0.141
690.788,0.139
691.122,0.143
691.457,0.1308
691.791,0.1235
692.126,0.1208
692.46,0.1158
692.794,0.1046
693.128,0.1023
693.463,0.112
693.797,0.1049
694.131,0.1058
694.465,0.11
694.799,0.1134
695.133,0.1179
695.467,0.1052
695.801,0.1009
696.134,0.0972
696.468,0.092
696.802,0.0834
697.135,0.0906
697.469,0.0854
697.803,0.0865
698.136,0.0937
698.47,0.0849
698.803,0.0696
699.136,0.0682
699.47,0.0741
699.803,0.0701
700.136,0.0728
700.469,0.069
700.802,0.0708
701.135,0.0775
701.468,0.0723
701.801,0.0727
702.134,0.0788
702.467,0.0745
702.8,0.0676
703.133,0.0743
703.465,0.0685
703.798,0.0669
704.131,0.0663
704.463,0.0697
704.796,0.0736
705.128,0.0714
705.461,0.0702
705.793,0.0531
706.125,0.0515
706.458,0.0498
706.79,0.0581
707.122,0.0572
707.454,0.0557
707.786,0.0521
708.118,0.0452
708.45,0.049
708.782,0.0403
709.114,0.0471
709.446,0.0507
709.778,0.06
710.11,0.0691
710.441,0.065
710.773,0.0679
711.104,0.0674
711.436,0.0545
711.768,0.0553
712.099,0.0602
712.43,0.0568
712.762,0.0669
713.093,0.06
713.424,0.0621
713.755,0.0585
714.087,0.0514
714.418,0.0507
714.749,0.0642
715.08,0.0575
715.411,0.0505
715.742,0.0424
716.072,0.0473
716.403,0.0422
716.734,0.0578
717.065,0.0481
717.395,0.0486
717.726,0.0395
718.057,0.0421
718.387,0.0516
718.718,0.05
719.048,0.0491
719.378,0.0549
719.709,0.0493
720.039,0.0536
720.369,0.0368
720.699,0.0457
721.029,0.0421
721.359,0.0462
721.689,0.0545
722.019,0.0503
722.349,0.0381
722.679,0.0457
723.009,0.0348
723.339,0.0581
723.669,0.0443
723.998,0.0598
724.328,0.0506
724.657,0.0551
724.987,0.0521
725.316,0.052
725.646,0.0511
725.975,0.046
726.305,0.0592
726.634,0.043
726.963,0.0395
727.292,0.04
727.621,0.0379
727.95,0.0453
728.279,0.0275
728.608,0.039
728.937,0.037
729.266,0.0421
729.595,0.0529
729.924,0.0551
730.253,0.0434
730.581,0.0376
730.91,0.0396
731.238,0.0435
731.567,0.0485
731.896,0.0542
732.224,0.0519
732.552,0.0471
732.881,0.0402
733.209,0.0409
733.537,0.0348
733.865,0.0414
734.194,0.0613
734.522,0.0501
734.85,0.0454
735.178,0.0522
735.506,0.0373
735.833,0.0493
736.161,0.0588
736.489,0.0398
736.817,0.0497
737.144,0.0508
737.472,0.0404
737.8,0.0449
738.127,0.0464
738.455,0.0611
738.782,0.0529
739.11,0.0477
739.437,0.0386
739.764,0.0363
740.091,0.0389
740.419,0.0428
740.746,0.042
741.073,0.0433
741.4,0.0448
741.727,0.0479
742.054,0.0428
742.381,0.034
742.708,0.0396
743.034,0.0431
743.361,0.0564
743.688,0.049
744.014,0.0513
744.341,0.0415
744.668,0.0371
744.994,0.0528
745.321,0.0391
745.647,0.0399
745.973,0.0384
746.3,0.0426
746.626,0.0388
746.952,0.0395
747.278,0.0422
747.604,0.0288
747.93,0.028
748.256,0.0396
748.582,0.0321
748.908,0.035
749.234,0.0328
749.56,0.0559
749.885,0.0554
750.211,0.0503
750.537,0.0511
750.862,0.0499
751.188,0.0477
751.513,0.0537
751.839,0.0415
752.164,0.0448
752.49,0.0431
752.815,0.0489
753.14,0.045
753.465,0.0435
753.79,0.0361
754.116,0.0465
754.441,0.0551
754.766,0.0426
755.091,0.0392
755.415,0.0388
755.74,0.0283
756.065,0.0365
756.39,0.0488
756.714,0.053
757.039,0.0447
757.364,0.0465
757.688,0.0469
758.013,0.0518
758.337,0.0442
758.662,0.0447
758.986,0.0447
759.31,0.0503
759.634,0.0409
759.959,0.0405
760.283,0.0488
760.607,0.0341
760.931,0.0379
761.255,0.0507
761.579,0.0443
761.903,0.0334
762.226,0.0386
762.55,0.0415
762.874,0.0384
763.198,0.0349
763.521,0.0431
763.845,0.0472
764.168,0.0451
764.492,0.0461
764.815,0.0482
765.139,0.0383
765.462,0.0395
765.785,0.0469
766.109,0.0396
766.432,0.0429
766.755,0.0366
767.078,0.0379
767.401,0.0417
767.724,0.0374
768.047,0.0258
768.37,0.0406
768.693,0.0423
769.015,0.0446
769.338,0.0589
769.661,0.0639
769.983,0.0458
770.306,0.0494
770.628,0.0351
770.951,0.035
771.273,0.0308
771.596,0.0332
771.918,0.0278
772.24,0.0426
772.562,0.0324
772.885,0.0389
773.207,0.0377
773.529,0.0379
773.851,0.0375
774.173,0.0503
774.495,0.0537
774.817,0.0479
775.138,0.0588
775.46,0.0551
775.782,0.0425
776.103,0.0501
776.425,0.046
776.747,0.0364
777.068,0.0318
777.39,0.0349
777.711,0.0339
778.032,0.0311
778.354,0.028
778.675,0.0458
778.996,0.0309
779.317,0.0473
779.638,0.0451
779.959,0.0529
780.28,0.049
780.601,0.053
780.922,0.0437
781.243,0.0492
781.564,0.0344
781.885,0.0395
782.205,0.0431
782.526,0.026
782.847,0.0293
783.167,0.0264
783.488,0.0276
783.808,0.0305
784.128,0.0145
784.449,0.031
784.769,0.0206
785.089,0.0366
785.409,0.0318
785.73,0.0401
786.05,0.0363
786.37,0.0355
786.69,0.0396
787.01,0.0441
787.329,0.0517
787.649,0.0324
787.969,0.025
788.289,0.0276
788.608,0.0389
788.928,0.0291
789.248,0.0398
789.567,0.036
789.887,0.0363
790.206,0.0345
790.525,0.0455
790.845,0.0416
791.164,0.0341
791.483,0.0352
791.802,0.0466
792.121,0.0481
792.44,0.0528
792.76,0.0577
793.078,0.0566
793.397,0.0712
793.716,0.0598
794.035,0.0561
794.354,0.0436
794.672,0.0505
794.991,0.0492
795.31,0.0408
795.628,0.0431
795.947,0.0335
796.265,0.0455
796.584,0.0231
796.902,0.0323
797.22,0.0103
797.538,0.0158
797.857,0.02
798.175,0.0147
798.493,0.0424
798.811,0.0331
799.129,0.0382
799.447,0.0552
799.765,0.0589
800.083,0.0603
800.4,0.043
800.718,0.0503
801.036,0.0567
801.353,0.0513
801.671,0.0567
801.988,0.0589
802.306,0.0487
802.623,0.0468
802.941,0.036
803.258,0.04
803.575,0.0388
803.892,0.0065
804.21,0.0043
804.527,0.0025
804.844,0.0076
805.161,0.0066
805.478,0.0051
805.795,0.0156
806.111,0.0283
806.428,0.035
806.745,0.049
807.062,0.0562
807.378,0.0461
807.695,0.053
808.011,0.0659
808.328,0.0509
808.644,0.0678
808.961,0.0597
809.277,0.0736
809.593,0.0685
809.91,0.0725
810.226,0.0648
810.542,0.0488
810.858,0.0504
811.174,0.0427
811.49,0.0358
811.806,0.038
812.122,0.0291
812.438,0.0418
812.753,0.0289
813.069,0.0134
813.385,0.0139
813.7,0.0255
814.016,0.0105
814.331,0.0251
814.647,0.0103
814.962,0.0182
815.278,0.026
815.593,0.042
815.908,0.0319
816.223,0.0322
816.538,0.0473
816.854,0.0368
817.169,0.0347
817.484,0.0598
817.799,0.0635
818.113,0.0637
818.428,0.0703
818.743,0.0634
819.058,0.059
819.372,0.0281
819.687,0.024
820.002,0.0213
820.316,0.0125
820.631,0.0278
820.945,0.0298
821.259,0.025
821.574,0.044
821.888,0.0221
822.202,0.0192
822.516,0.0359
822.83,0.0259
823.145,0.0199
823.459,0.0273
823.772,0.0467
824.086,0.0344
824.4,0.0467
824.714,0.0302
825.028,0.0196
825.341,0.0154
825.655,0.0183
825.969,0.0338
826.282,0.0575
826.596,0.0538
826.909,0.0313
827.222,0.0298
827.536,0.0247
827.849,0.0342
828.162,0.0153
828.475,0.0267
828.789,0.0321
829.102,0.0513
829.415,0.0601
829.728,0.0423
830.041,0.0365
830.353,0.0133
830.666,0.0221
830.979,0.0389
831.292,0.053
831.604,0.0306
831.917,0.0484
832.229,0.0403
832.542,0.0567
832.854,0.0291
833.167,0.0279
833.479,0.043
833.791,0.0359
834.104,0.0235
834.416,0.0492
834.728,0.0244
835.04,0.0538
835.352,0.0313
835.664,0.0299
835.976,0.0267
836.288,0.0449
836.599,0.0307
836.911,0.0413
837.223,0.0548
837.535,0.0383
837.846,0.0381
838.158,0.0518
838.469,0.0534
838.781,0.0356
839.092,0.0313
839.403,0.0406
839.715,0.0393
840.026,0.0435
840.337,0.033
840.648,0.0351
840.959,0.0238
841.27,0.0476
841.581,0.0309
841.892,0.041
842.203,0.0258
842.514,0.0246
842.825,0.0429
843.135,0.0465
843.446,0.046
843.757,0.0444
844.067,0.0452
844.378,0.0484
844.688,0.0361
844.999,0.062
845.309,0.0484
845.619,0.0328
845.929,0.0523
846.24,0.0573
846.55,0.0413
846.86,0.053
847.17,0.0149
847.48,0.0235
847.79,0.0147
848.1,0.0359
848.409,0.0159
848.719,0.0258
849.029,0.0122
849.338,0.0161
849.648,0.0304
849.958,0.0219
850.267,0.0271
850.577,0.0144
850.886,0.0383
851.195,0.0421
851.505,0.0295
851.814,0.0428
852.123,0.0207
852.432,0.0216
852.741,0.0061
853.05,0.0263
853.359,0.0496
853.668,0.0648
853.977,0.0444
854.286,0.0489
854.595,0.0184
854.903,0.0577
855.212,0.0293
855.521,0.0273
855.829,0.0528
856.138,0.0614
856.446,0.0533
856.754,0.0508
857.063,0.0535
857.371,0.0428
857.679,0.0499
857.987,0.0437
858.296,0.0469
858.604,0.0114
858.912,0.0331
859.22,0.0264
859.527,0.0484
859.835,0.0394
860.143,0.0391
860.451,0.0436
860.759,0.0273
861.066,0.0187
861.374,0.0189
861.681,0.0453
861.989,0.0422
862.296,0.0354
862.604,0.0368
862.911,0.0341
863.218,0.0472
863.526,0.0448
863.833,0.0304
864.14,0.0235
864.447,0.0384
864.754,0.0404
865.061,0.039
865.368,0.0298
865.675,0.0237
865.981,0.0288
866.288,0.0557
866.595,0.0369
866.901,0.0426
867.208,0.0473
867.515,0.0374
867.821,0.0193
868.127,0.0321
868.434,0.0445
868.74,0.0368
869.046,0.0236
869.353,0.0327
869.659,0.0169
869.965,0.0385
870.271,0.0498
870.577,0.0115
870.883,0.035
871.189,0.0476
871.495,0.0663
871.8,0.0558
872.106,0.0308
872.412,0.0294
872.717,0.0222
873.023,0.0219
873.329,0.0318
873.634,0.0398
873.939,0.0497
874.245,0.0679
874.55,0.0172
874.855,0.0398
875.161,0.0022
875.466,0.0277
875.771,0.0327
876.076,0.0267
876.381,0.0215
876.686,0.0137
876.991,0.0232
877.295,0.0257
877.6,0.0438
877.905,0.0376
878.21,0.0362
