wave-length (nm),A
393.082,0.373
393.455,0.5603
393.827,0.458
394.199,0.4222
394.572,1.3752
394.944,0.2657
395.316,0.8423
395.688,0.4831
396.06,0.379
396.433,0.188
396.805,0.28
397.177,0.296
397.549,0.2835
397.92,0.3945
398.292,0.296
398.664,0.2191
399.036,0.3921
399.408,0.4142
399.779,0.3838
400.151,0.3739
400.523,0.3995
400.894,0.4849
401.266,0.2959
401.637,0.434
402.009,0.2877
402.38,0.5754
402.752,0.3847
403.123,0.5111
403.494,0.3798
403.866,0.4046
404.237,0.441
404.608,0.3786
404.979,0.3672
405.35,0.4785
405.721,0.4277
406.092,0.2705
406.463,0.1808
406.834,0.3944
407.205,0.4135
407.576,0.4423
407.947,0.3525
408.317,0.292
408.688,0.4364
409.059,0.4254
409.429,0.4292
409.8,0.3396
410.171,0.368
410.541,0.2726
410.912,0.4156
411.282,0.3022
411.652,0.3054
412.023,0.3011
412.393,0.2878
412.763,0.4208
413.133,0.2815
413.504,0.3827
413.874,0.3378
414.244,0.4044
414.614,0.365
414.984,0.2878
415.354,0.4225
415.724,0.4953
416.094,0.3965
416.463,0.3832
416.833,0.3786
417.203,0.2798
417.573,0.4181
417.942,0.3467
418.312,0.3597
418.682,0.3786
419.051,0.3265
419.421,0.3784
419.79,0.3751
420.159,0.3443
420.529,0.3657
420.898,0.4182
421.267,0.4161
421.637,0.3382
422.006,0.3961
422.375,0.3363
422.744,0.4331
423.113,0.3442
423.482,0.4051
423.851,0.4201
424.22,0.3697
424.589,0.3555
424.958,0.4143
425.327,0.2953
425.695,0.3626
426.064,0.352
426.433,0.3547
426.802,0.3441
427.17,0.331
427.539,0.3671
427.907,0.3338
428.276,0.3512
428.644,0.3667
429.013,0.4008
429.381,0.3178
429.749,0.3211
430.118,0.3734
430.486,0.3863
430.854,0.3226
431.222,0.402
431.59,0.341
431.958,0.346
432.326,0.3787
432.694,0.3234
433.062,0.3559
433.43,0.3518
433.798,0.3425
434.166,0.3868
434.533,0.3666
434.901,0.3197
435.269,0.3156
435.636,0.3746
436.004,0.329
436.372,0.2691
436.739,0.3777
437.107,0.3681
437.474,0.3389
437.841,0.3256
438.209,0.3302
438.576,0.3391
438.943,0.3317
439.31,0.3507
439.678,0.3475
440.045,0.3322
440.412,0.3028
440.779,0.3671
441.146,0.3468
441.513,0.3454
441.88,0.3173
442.247,0.3452
442.613,0.3267
442.98,0.3612
443.347,0.3465
443.714,0.3347
444.08,0.3527
444.447,0.3278
444.813,0.32
445.18,0.3435
445.546,0.3484
445.913,0.3192
446.279,0.3229
446.646,0.3062
447.012,0.351
447.378,0.3375
447.744,0.3225
448.111,0.3128
448.477,0.3378
448.843,0.3664
449.209,0.3868
449.575,0.3393
449.941,0.3816
450.307,0.3162
450.673,0.3643
451.039,0.3083
451.404,0.3221
451.77,0.3173
452.136,0.353
452.502,0.3465
452.867,0.3444
453.233,0.3279
453.598,0.3335
453.964,0.3348
454.329,0.332
454.695,0.3638
455.06,0.3965
455.425,0.3367
455.791,0.3237
456.156,0.3265
456.521,0.3163
456.886,0.3042
457.251,0.3383
457.616,0.32
457.981,0.3298
458.346,0.3169
458.711,0.3173
459.076,0.3267
459.441,0.356
459.806,0.3438
460.171,0.3117
460.535,0.3018
460.9,0.3156
461.265,0.3042
461.629,0.336
461.994,0.3163
462.358,0.3239
462.723,0.3056
463.087,0.348
463.452,0.3199
463.816,0.339
464.18,0.3238
464.544,0.3361
464.909,0.3337
465.273,0.3036
465.637,0.3237
466.001,0.3297
466.365,0.3399
466.729,0.3568
467.093,0.3279
467.457,0.3296
467.821,0.3119
468.185,0.3587
468.548,0.322
468.912,0.3495
469.276,0.3346
469.639,0.3373
470.003,0.3139
470.367,0.3194
470.73,0.3103
471.094,0.3316
471.457,0.3071
471.82,0.3068
472.184,0.3292
472.547,0.3346
472.91,0.3041
473.274,0.3303
473.637,0.3374
474,0.3218
474.363,0.3308
474.726,0.3334
475.089,0.3376
475.452,0.3318
475.815,0.3456
476.178,0.3481
476.54,0.3266
476.903,0.3479
477.266,0.3546
477.629,0.3434
477.991,0.3127
478.354,0.3147
478.716,0.3275
479.079,0.3453
479.441,0.3323
479.804,0.3323
480.166,0.3387
480.529,0.3494
480.891,0.3061
481.253,0.3364
481.615,0.3426
481.978,0.3285
482.34,0.3292
482.702,0.3221
483.064,0.3133
483.426,0.3183
483.788,0.3293
484.15,0.3235
484.512,0.3278
484.873,0.3162
485.235,0.33
485.597,0.3157
485.959,0.3367
486.32,0.3185
486.682,0.3042
487.043,0.3323
487.405,0.3292
487.766,0.3298
488.128,0.3201
488.489,0.3258
488.85,0.3244
489.212,0.3482
489.573,0.3249
489.934,0.3189
490.295,0.3348
490.657,0.3118
491.018,0.324
491.379,0.3263
491.74,0.3142
492.101,0.3296
492.461,0.336
492.822,0.3196
493.183,0.3338
493.544,0.3319
493.905,0.3323
494.265,0.3196
494.626,0.3167
494.987,0.3438
495.347,0.3143
495.708,0.3241
496.068,0.3278
496.429,0.3168
496.789,0.3292
497.149,0.3315
497.509,0.3302
497.87,0.3325
498.23,0.3131
498.59,0.3094
498.95,0.3284
499.31,0.3444
499.67,0.3235
500.03,0.3281
500.39,0.3166
500.75,0.3188
501.11,0.3245
501.47,0.3217
501.83,0.3108
502.189,0.324
502.549,0.325
502.909,0.3064
503.268,0.3012
503.628,0.3126
503.987,0.3227
504.347,0.337
504.706,0.326
505.065,0.3152
505.425,0.3157
505.784,0.3257
506.143,0.3216
506.502,0.3181
506.862,0.3348
507.221,0.314
507.58,0.313
507.939,0.3213
508.298,0.312
508.657,0.3171
509.015,0.3043
509.374,0.3145
509.733,0.3181
510.092,0.3165
510.451,0.3205
510.809,0.3288
511.168,0.3328
511.526,0.3313
511.885,0.311
512.243,0.3267
512.602,0.318
512.96,0.3316
513.319,0.3186
513.677,0.3159
514.035,0.3231
514.393,0.3276
514.751,0.3325
515.11,0.3099
515.468,0.3105
515.826,0.3295
516.184,0.3265
516.542,0.3182
516.9,0.3146
517.257,0.3153
517.615,0.3244
517.973,0.3114
518.331,0.3187
518.688,0.3169
519.046,0.3155
519.404,0.3208
519.761,0.3131
520.119,0.314
520.476,0.3127
520.834,0.3067
521.191,0.3189
521.548,0.311
521.906,0.3188
522.263,0.3198
522.62,0.3093
522.977,0.3189
523.334,0.316
523.691,0.3199
524.048,0.3239
524.405,0.3095
524.762,0.3027
525.119,0.32
525.476,0.3241
525.833,0.3229
526.189,0.3229
526.546,0.3069
526.903,0.3077
527.259,0.3173
527.616,0.3085
527.973,0.3154
528.329,0.3125
528.685,0.3076
529.042,0.3165
529.398,0.3032
529.755,0.3219
530.111,0.3125
530.467,0.3026
530.823,0.3174
531.179,0.3132
531.535,0.2977
531.891,0.3046
532.247,0.3041
532.603,0.312
532.959,0.3211
533.315,0.3145
533.671,0.3154
534.027,0.3127
534.382,0.3278
534.738,0.3131
535.094,0.313
535.449,0.3125
535.805,0.3102
536.16,0.2955
536.516,0.3107
536.871,0.2857
537.226,0.2942
537.582,0.3047
537.937,0.3081
538.292,0.3098
538.647,0.3117
539.003,0.3131
539.358,0.3222
539.713,0.3239
540.068,0.3067
540.423,0.3058
540.778,0.309
541.132,0.2995
541.487,0.2848
541.842,0.2909
542.197,0.2933
542.552,0.2913
542.906,0.2943
543.261,0.2985
543.615,0.3058
543.97,0.3166
544.324,0.3071
544.679,0.3176
545.033,0.3171
545.387,0.3067
545.742,0.3244
546.096,0.312
546.45,0.3141
546.804,0.2981
547.158,0.3086
547.512,0.3016
547.866,0.3012
548.22,0.2926
548.574,0.3043
548.928,0.296
549.282,0.2968
549.636,0.3096
549.99,0.3148
550.343,0.3134
550.697,0.3123
551.05,0.314
551.404,0.3112
551.758,0.2953
552.111,0.3045
552.464,0.3049
552.818,0.2958
553.171,0.3132
553.524,0.3078
553.878,0.3017
554.231,0.3055
554.584,0.3231
554.937,0.3186
555.29,0.3069
555.643,0.2941
555.996,0.3133
556.349,0.3064
556.702,0.2962
557.055,0.3163
557.408,0.301
557.76,0.3107
558.113,0.3143
558.466,0.3072
558.818,0.313
559.171,0.3057
559.523,0.3035
559.876,0.3098
560.228,0.3003
560.581,0.3057
560.933,0.3025
561.285,0.3145
561.638,0.3047
561.99,0.3007
562.342,0.3059
562.694,0.3086
563.046,0.3134
563.398,0.3208
563.75,0.3209
564.102,0.311
564.454,0.309
564.806,0.3116
565.158,0.3135
565.509,0.3146
565.861,0.3174
566.213,0.3093
566.564,0.3089
566.916,0.3053
567.267,0.308
567.619,0.3112
567.97,0.3175
568.322,0.3087
568.673,0.3097
569.024,0.3062
569.376,0.3047
569.727,0.3127
570.078,0.3008
570.429,0.3114
570.78,0.3062
571.131,0.306
571.482,0.3152
571.833,0.3139
572.184,0.3155
572.535,0.3088
572.885,0.3085
573.236,0.3122
573.587,0.3198
573.938,0.3147
574.288,0.3097
574.639,0.3131
574.989,0.317
575.34,0.3183
575.69,0.3232
576.04,0.3082
576.391,0.2996
576.741,0.3113
577.091,0.305
577.442,0.3059
577.792,0.3064
578.142,0.3058
578.492,0.3092
578.842,0.3085
579.192,0.3064
579.542,0.3175
579.892,0.3203
580.241,0.3034
580.591,0.3195
580.941,0.3075
581.291,0.3238
581.64,0.3215
581.99,0.302
582.339,0.3059
582.689,0.3159
583.038,0.313
583.388,0.3227
583.737,0.3182
584.086,0.326
584.436,0.313
584.785,0.3238
585.134,0.3111
585.483,0.3126
585.832,0.3016
586.181,0.3055
586.53,0.3192
586.879,0.3141
587.228,0.315
587.577,0.3278
587.926,0.3111
588.275,0.3108
588.623,0.3124
588.972,0.3213
589.321,0.3176
589.669,0.313
590.018,0.3151
590.366,0.3093
590.715,0.3185
591.063,0.3136
591.412,0.3078
591.76,0.3095
592.108,0.3175
592.456,0.3185
592.805,0.3246
593.153,0.3185
593.501,0.3164
593.849,0.3098
594.197,0.3208
594.545,0.3223
594.893,0.3218
595.24,0.3242
595.588,0.3286
595.936,0.3161
596.284,0.3286
596.631,0.3141
596.979,0.3313
597.327,0.3189
597.674,0.3278
598.022,0.3236
598.369,0.3282
598.716,0.3175
599.064,0.3217
599.411,0.3261
599.758,0.3217
600.105,0.3106
600.453,0.3192
600.8,0.3288
601.147,0.3257
601.494,0.3259
601.841,0.3231
602.188,0.3292
602.535,0.3203
602.881,0.3275
603.228,0.3294
603.575,0.3146
603.922,0.3288
604.268,0.3261
604.615,0.3305
604.961,0.3256
605.308,0.3223
605.654,0.3362
606.001,0.325
606.347,0.3332
606.693,0.3367
607.04,0.3279
607.386,0.3199
607.732,0.3322
608.078,0.3379
608.424,0.331
608.77,0.328
609.116,0.332
609.462,0.3193
609.808,0.3382
610.154,0.3339
610.5,0.333
610.846,0.3311
611.191,0.3327
611.537,0.3269
611.883,0.3451
612.228,0.3362
612.574,0.327
612.919,0.33
613.265,0.3197
613.61,0.3254
613.955,0.3249
614.301,0.3331
614.646,0.3279
614.991,0.3268
615.336,0.3344
615.681,0.3319
616.026,0.322
616.371,0.3277
616.716,0.3325
617.061,0.3329
617.406,0.3321
617.751,0.3288
618.096,0.3287
618.44,0.3266
618.785,0.331
619.13,0.3332
619.474,0.3287
619.819,0.3262
620.163,0.3323
620.508,0.3176
620.852,0.3248
621.197,0.3342
621.541,0.3304
621.885,0.324
622.229,0.3269
622.574,0.3323
622.918,0.3279
623.262,0.3263
623.606,0.3282
623.95,0.3306
624.294,0.3248
624.638,0.3262
624.981,0.3368
625.325,0.3358
625.669,0.3312
626.013,0.3338
626.356,0.3243
626.7,0.3353
627.043,0.3232
627.387,0.3265
627.73,0.3364
628.074,0.3264
628.417,0.3273
628.761,0.3271
629.104,0.3282
629.447,0.3199
629.79,0.3219
630.133,0.3307
630.476,0.33
630.819,0.3266
631.162,0.3348
631.505,0.3375
631.848,0.3299
632.191,0.3228
632.534,0.3346
632.877,0.3338
633.219,0.337
633.562,0.3244
633.905,0.3362
634.247,0.324
634.59,0.3252
634.932,0.323
635.275,0.3249
635.617,0.3169
635.959,0.3227
636.302,0.3249
636.644,0.3252
636.986,0.3295
637.328,0.3284
637.67,0.3226
638.012,0.3323
638.354,0.3367
638.696,0.3342
639.038,0.337
639.38,0.338
639.722,0.3261
640.064,0.3288
640.405,0.3425
640.747,0.3389
641.089,0.3224
641.43,0.3194
641.772,0.325
642.113,0.3374
642.455,0.3352
642.796,0.3242
643.137,0.3213
643.479,0.3278
643.82,0.3364
644.161,0.3359
644.502,0.3346
644.843,0.3384
645.185,0.3247
645.526,0.3532
645.866,0.3427
646.207,0.343
646.548,0.3443
646.889,0.3502
647.23,0.3422
647.571,0.3532
647.911,0.3502
648.252,0.3419
648.592,0.3484
648.933,0.353
649.273,0.3462
649.614,0.3403
649.954,0.3476
650.295,0.3424
650.635,0.3525
650.975,0.3526
651.315,0.3532
651.656,0.3577
651.996,0.3495
652.336,0.344
652.676,0.3526
653.016,0.3506
653.356,0.3558
653.695,0.3469
654.035,0.3547
654.375,0.3347
654.715,0.3463
655.054,0.3576
655.394,0.3553
655.734,0.3626
656.073,0.3526
656.413,0.3604
656.752,0.3557
657.091,0.3472
657.431,0.3568
657.77,0.354
658.109,0.3546
658.449,0.3474
658.788,0.3564
659.127,0.3617
659.466,0.3552
659.805,0.3645
660.144,0.3602
660.483,0.3574
660.822,0.3667
661.16,0.3625
661.499,0.3626
661.838,0.3607
662.177,0.3624
662.515,0.3593
662.854,0.3598
663.192,0.3619
663.531,0.3479
663.869,0.3518
664.208,0.35
664.546,0.3545
664.884,0.3625
665.222,0.3637
665.561,0.3655
665.899,0.3575
666.237,0.3695
666.575,0.3759
666.913,0.3871
667.251,0.3696
667.589,0.3803
667.927,0.3773
668.264,0.368
668.602,0.3604
668.94,0.3542
669.278,0.3529
669.615,0.3556
669.953,0.3444
670.29,0.3505
670.628,0.344
670.965,0.3386
671.303,0.3455
671.64,0.3411
671.977,0.3531
672.314,0.3611
672.652,0.3654
672.989,0.3682
673.326,0.3597
673.663,0.3511
674,0.3602
674.337,0.3608
674.674,0.3558
675.01,0.3538
675.347,0.3473
675.684,0.3485
676.021,0.3311
676.357,0.3266
676.694,0.3321
677.031,0.3123
677.367,0.3276
677.704,0.3247
678.04,0.3279
678.376,0.3185
678.713,0.3266
679.049,0.3307
679.385,0.3332
679.721,0.3265
680.057,0.341
680.393,0.323
680.73,0.3241
681.065,0.3235
681.401,0.3352
681.737,0.3253
682.073,0.3193
682.409,0.3147
682.745,0.3078
683.08,0.3104
683.416,0.3091
683.752,0.2891
684.087,0.2921
684.423,0.2985
684.758,0.2947
685.093,0.3035
685.429,0.3058
685.764,0.2927
686.099,0.2928
686.435,0.2958
686.77,0.2952
687.105,0.2991
687.44,0.2893
687.775,0.297
688.11,0.2914
688.445,0.2919
688.78,0.2955
689.114,0.2931
689.449,0.2807
689.784,0.2878
690.119,0.2814
690.453,0.2857
690.788,0.2844
691.122,0.2798
691.457,0.2795
691.791,0.268
692.126,0.271
692.46,0.2789
692.794,0.27
693.128,0.268
693.463,0.2775
693.797,0.2721
694.131,0.2733
694.465,0.2674
694.799,0.276
695.133,0.2761
695.467,0.2682
695.801,0.2828
696.134,0.2768
696.468,0.2732
696.802,0.2609
697.135,0.2705
697.469,0.2659
697.803,0.2706
698.136,0.2699
698.47,0.2626
698.803,0.2537
699.136,0.2512
699.47,0.2611
699.803,0.2576
700.136,0.2563
700.469,0.2567
700.802,0.2513
701.135,0.2658
701.468,0.2554
701.801,0.2508
702.134,0.2642
702.467,0.2672
702.8,0.253
703.133,0.2673
703.465,0.258
703.798,0.2556
704.131,0.2516
704.463,0.2474
704.796,0.2571
705.128,0.2561
705.461,0.251
705.793,0.255
706.125,0.259
706.458,0.2557
706.79,0.2509
707.122,0.2509
707.454,0.2475
707.786,0.2461
708.118,0.2583
708.45,0.2457
708.782,0.2511
709.114,0.2421
709.446,0.2463
709.778,0.2538
710.11,0.2562
710.441,0.2543
710.773,0.2542
711.104,0.2608
711.436,0.2468
711.768,0.2395
712.099,0.2564
712.43,0.2563
712.762,0.2528
713.093,0.2473
713.424,0.2453
713.755,0.2419
714.087,0.2421
714.418,0.2542
714.749,0.2513
715.08,0.2556
715.411,0.2377
715.742,0.2474
716.072,0.2467
716.403,0.265
716.734,0.2527
717.065,0.2599
717.395,0.2417
717.726,0.2386
718.057,0.2359
718.387,0.2442
718.718,0.2427
719.048,0.2446
719.378,0.2438
719.709,0.244
720.039,0.2546
720.369,0.2461
720.699,0.2401
721.029,0.2426
721.359,0.2423
721.689,0.254
722.019,0.2459
722.349,0.2429
722.679,0.2445
723.009,0.2422
723.339,0.2459
723.669,0.2568
723.998,0.2534
724.328,0.261
724.657,0.2542
724.987,0.2412
725.316,0.2493
725.646,0.2559
725.975,0.2421
726.305,0.2497
726.634,0.2421
726.963,0.245
727.292,0.2373
727.621,0.2503
727.95,0.2633
728.279,0.2418
728.608,0.239
728.937,0.2381
729.266,0.2419
729.595,0.2518
729.924,0.2484
730.253,0.2413
730.581,0.2328
730.91,0.2271
731.238,0.2408
731.567,0.2413
731.896,0.246
732.224,0.239
732.552,0.2412
732.881,0.2331
733.209,0.2339
733.537,0.2442
733.865,0.2382
734.194,0.2393
734.522,0.2253
734.85,0.2336
735.178,0.2334
735.506,0.2245
735.833,0.2492
736.161,0.2566
736.489,0.236
736.817,0.2452
737.144,0.2476
737.472,0.2338
737.8,0.2428
738.127,0.2333
738.455,0.244
738.782,0.2452
739.11,0.2424
739.437,0.2361
739.764,0.2327
740.091,0.2349
740.419,0.2337
740.746,0.2421
741.073,0.2376
741.4,0.237
741.727,0.2269
742.054,0.2366
742.381,0.2306
742.708,0.2392
743.034,0.2332
743.361,0.2473
743.688,0.2431
744.014,0.2465
744.341,0.2477
744.668,0.2294
744.994,0.2436
745.321,0.2409
745.647,0.2471
745.973,0.2361
746.3,0.2383
746.626,0.2362
746.952,0.2408
747.278,0.2424
747.604,0.2379
747.93,0.2365
748.256,0.2376
748.582,0.2263
748.908,0.2407
749.234,0.2287
749.56,0.243
749.885,0.2424
750.211,0.2419
750.537,0.238
750.862,0.2419
751.188,0.2486
751.513,0.2523
751.839,0.2391
752.164,0.2347
752.49,0.2333
752.815,0.2261
753.14,0.2311
753.465,0.2328
753.79,0.2322
754.116,0.2405
754.441,0.2309
754.766,0.228
755.091,0.2313
755.415,0.2325
755.74,0.2157
756.065,0.2247
756.39,0.227
756.714,0.2399
757.039,0.2399
757.364,0.2388
757.688,0.2374
758.013,0.2438
758.337,0.2354
758.662,0.2339
758.986,0.2311
759.31,0.229
759.634,0.2376
759.959,0.2323
760.283,0.2326
760.607,0.2274
760.931,0.2348
761.255,0.2201
761.579,0.2246
761.903,0.2279
762.226,0.2199
762.55,0.221
762.874,0.2298
763.198,0.2274
763.521,0.2334
763.845,0.2349
764.168,0.2408
764.492,0.2339
764.815,0.2392
765.139,0.2421
765.462,0.2306
765.785,0.2348
766.109,0.2273
766.432,0.2352
766.755,0.2393
767.078,0.2393
767.401,0.2389
767.724,0.2221
768.047,0.2275
768.37,0.2308
768.693,0.2261
769.015,0.2331
769.338,0.2394
769.661,0.2446
769.983,0.2362
770.306,0.2255
770.628,0.2215
770.951,0.2264
771.273,0.2182
771.596,0.221
771.918,0.2328
772.24,0.2355
772.562,0.2273
772.885,0.2363
773.207,0.2223
773.529,0.2308
773.851,0.2328
774.173,0.2364
774.495,0.2428
774.817,0.2417
775.138,0.2305
775.46,0.2437
775.782,0.2358
776.103,0.2292
776.425,0.223
776.747,0.2209
777.068,0.2302
777.39,0.2356
777.711,0.23
778.032,0.234
778.354,0.2281
778.675,0.2356
778.996,0.2303
779.317,0.2423
779.638,0.226
779.959,0.2415
780.28,0.2291
780.601,0.2345
780.922,0.2276
781.243,0.2346
781.564,0.2223
781.885,0.2327
782.205,0.2146
782.526,0.2077
782.847,0.2251
783.167,0.2138
783.488,0.2182
783.808,0.228
784.128,0.2171
784.449,0.2133
784.769,0.2201
785.089,0.2222
785.409,0.2164
785.73,0.2272
786.05,0.213
786.37,0.2346
786.69,0.2196
787.01,0.2314
787.329,0.23
787.649,0.2125
787.969,0.2163
788.289,0.2231
788.608,0.2223
788.928,0.2102
789.248,0.2334
789.567,0.2217
789.887,0.2191
790.206,0.2269
790.525,0.2225
790.845,0.2232
791.164,0.223
791.483,0.2146
791.802,0.2297
792.121,0.2299
792.44,0.2237
792.76,0.2357
793.078,0.2331
793.397,0.2437
793.716,0.2346
794.035,0.227
794.354,0.2245
794.672,0.2215
794.991,0.221
795.31,0.2206
795.628,0.2236
795.947,0.2087
796.265,0.2298
796.584,0.2171
796.902,0.2104
797.22,0.2024
797.538,0.2192
797.857,0.2174
798.175,0.2165
798.493,0.228
798.811,0.2205
799.129,0.2331
799.447,0.2419
799.765,0.2396
800.083,0.2398
800.4,0.2378
800.718,0.2413
801.036,0.2215
801.353,0.2266
801.671,0.2293
801.988,0.2244
802.306,0.1976
802.623,0.2058
802.941,0.2164
803.258,0.2143
803.575,0.2069
803.892,0.2011
804.21,0.1934
804.527,0.1998
804.844,0.1908
805.161,0.2032
805.478,0.1972
805.795,0.201
806.111,0.209
806.428,0.2246
806.745,0.2253
807.062,0.2391
807.378,0.2268
807.695,0.2323
808.011,0.2232
808.328,0.2275
808.644,0.2278
808.961,0.2285
809.277,0.2257
809.593,0.2193
809.91,0.2263
810.226,0.2253
810.542,0.2249
810.858,0.2076
811.174,0.2082
811.49,0.2078
811.806,0.2072
812.122,0.2102
812.438,0.2306
812.753,0.2113
813.069,0.2055
813.385,0.1941
813.7,0.2061
814.016,0.1947
814.331,0.2142
814.647,0.2135
814.962,0.1995
815.278,0.215
815.593,0.2183
815.908,0.221
816.223,0.205
816.538,0.2193
816.854,0.2072
817.169,0.2231
817.484,0.2345
817.799,0.2454
818.113,0.2342
818.428,0.2494
818.743,0.2453
819.058,0.2277
819.372,0.2087
819.687,0.1941
820.002,0.2091
820.316,0.1998
820.631,0.2103
820.945,0.2111
821.259,0.2115
821.574,0.2096
821.888,0.214
822.202,0.1961
822.516,0.2133
822.83,0.205
823.145,0.2065
823.459,0.2052
823.772,0.234
824.086,0.223
824.4,0.2106
824.714,0.2039
825.028,0.2095
825.341,0.2024
825.655,0.2079
825.969,0.2155
826.282,0.216
826.596,0.2244
826.909,0.2173
827.222,0.2025
827.536,0.1958
827.849,0.2134
828.162,0.193
828.475,0.2138
828.789,0.2187
829.102,0.2256
829.415,0.2363
829.728,0.2263
830.041,0.2111
830.353,0.2074
830.666,0.2
830.979,0.2318
831.292,0.2219
831.604,0.2174
831.917,0.2288
832.229,0.2185
832.542,0.2267
832.854,0.2163
833.167,0.2046
833.479,0.2163
833.791,0.2159
834.104,0.211
834.416,0.2252
834.728,0.2029
835.04,0.2472
835.352,0.2234
835.664,0.2004
835.976,0.2243
836.288,0.2107
836.599,0.2332
836.911,0.2256
837.223,0.2257
837.535,0.2022
837.846,0.2072
838.158,0.221
838.469,0.2374
838.781,0.2172
839.092,0.2064
839.403,0.2135
839.715,0.2129
840.026,0.219
840.337,0.21
840.648,0.2068
840.959,0.2066
841.27,0.2019
841.581,0.2231
841.892,0.203
842.203,0.1833
842.514,0.1957
842.825,0.2038
843.135,0.2295
843.446,0.2283
843.757,0.2217
844.067,0.2137
844.378,0.2222
844.688,0.2141
844.999,0.2209
845.309,0.2231
845.619,0.2076
845.929,0.2218
846.24,0.2214
846.55,0.2263
846.86,0.2278
847.17,0.2013
847.48,0.2546
847.79,0.232
848.1,0.2144
848.409,0.1817
848.719,0.2254
849.029,0.2147
849.338,0.184
849.648,0.2003
849.958,0.2154
850.267,0.2181
850.577,0.2111
850.886,0.2316
851.195,0.2302
851.505,0.2097
851.814,0.2029
852.123,0.2036
852.432,0.2102
852.741,0.1981
853.05,0.2103
853.359,0.2283
853.668,0.2345
853.977,0.2219
854.286,0.237
854.595,0.2023
854.903,0.2379
855.212,0.2198
855.521,0.2165
855.829,0.2208
856.138,0.2468
856.446,0.2129
856.754,0.2162
857.063,0.2177
857.371,0.2061
857.679,0.234
857.987,0.2149
858.296,0.2236
858.604,0.19
858.912,0.2194
859.22,0.2158
859.527,0.1954
859.835,0.2222
860.143,0.23
860.451,0.225
860.759,0.1958
861.066,0.2099
861.374,0.1949
861.681,0.2332
861.989,0.2307
862.296,0.213
862.604,0.211
862.911,0.2259
863.218,0.2121
863.526,0.215
863.833,0.2309
864.14,0.2044
864.447,0.2384
864.754,0.2134
865.061,0.215
865.368,0.2254
865.675,0.22
865.981,0.1961
866.288,0.2161
866.595,0.2027
866.901,0.197
867.208,0.224
867.515,0.186
867.821,0.1892
868.127,0.2051
868.434,0.2032
868.74,0.1972
869.046,0.2229
869.353,0.2036
869.659,0.2114
869.965,0.2143
870.271,0.2383
870.577,0.1815
870.883,0.1787
871.189,0.2088
871.495,0.2394
871.8,0.2209
872.106,0.1994
872.412,0.2165
872.717,0.2055
873.023,0.2266
873.329,0.2201
873.634,0.2256
873.939,0.2169
874.245,0.252
874.55,0.2004
874.855,0.21
875.161,0.1991
875.466,0.2016
875.771,0.2076
876.076,0.2125
876.381,0.2174
876.686,0.2044
876.991,0.1981
877.295,0.2342
877.6,0.2267
877.905,0.2389
878.21,0.23
878.514,0.228
878.819,0.2363
879.123,0.2084
879.428,0.2027
879.732,0.214
880.036,0.211
880.341,0.2108
880.645,0.2334
880.949,0.2189
