wave-length (nm),A
559.876,0.1962
560.228,0.1925
560.581,0.2022
560.933,0.1869
561.285,0.1972
561.638,0.192
561.99,0.1953
562.342,0.1909
562.694,0.2022
563.046,0.2038
563.398,0.2026
563.75,0.1947
564.102,0.195
564.454,0.2001
564.806,0.2009
565.158,0.2079
565.509,0.204
565.861,0.2045
566.213,0.2009
566.564,0.2015
566.916,0.1993
567.267,0.204
567.619,0.1992
567.97,0.2109
568.322,0.2079
568.673,0.2051
569.024,0.2041
569.376,0.2023
569.727,0.2009
570.078,0.2017
570.429,0.203
570.78,0.2053
571.131,0.1999
571.482,0.2151
571.833,0.2043
572.184,0.2126
572.535,0.208
572.885,0.2095
573.236,0.2004
573.587,0.2191
573.938,0.2155
574.288,0.2148
574.639,0.2129
574.989,0.211
575.34,0.2192
575.69,0.2213
576.04,0.2094
576.391,0.2097
576.741,0.218
577.091,0.2134
577.442,0.2166
577.792,0.21
578.142,0.216
578.492,0.2092
578.842,0.2173
579.192,0.2194
579.542,0.2242
579.892,0.2184
580.241,0.2116
580.591,0.2278
580.941,0.2262
581.291,0.2263
581.64,0.2349
581.99,0.2226
582.339,0.2237
582.689,0.2344
583.038,0.2205
583.388,0.2297
583.737,0.2296
584.086,0.2335
584.436,0.2205
584.785,0.2403
585.134,0.235
585.483,0.2261
585.832,0.2225
586.181,0.2363
586.53,0.2429
586.879,0.225
587.228,0.2376
587.577,0.2332
587.926,0.2296
588.275,0.2299
588.623,0.2387
588.972,0.2397
589.321,0.245
589.669,0.2434
590.018,0.2479
590.366,0.236
590.715,0.2537
591.063,0.2483
591.412,0.2421
591.76,0.2487
592.108,0.2543
592.456,0.2595
592.805,0.2573
593.153,0.2458
593.501,0.2552
593.849,0.2441
594.197,0.2542
594.545,0.2654
594.893,0.2583
595.24,0.259
595.588,0.2672
595.936,0.2734
596.284,0.275
596.631,0.256
596.979,0.2679
597.327,0.2709
597.674,0.2784
598.022,0.275
598.369,0.2737
598.716,0.2738
599.064,0.2686
599.411,0.2684
599.758,0.2775
600.105,0.2636
600.453,0.2784
600.8,0.2898
601.147,0.2849
601.494,0.2853
601.841,0.2793
602.188,0.2778
602.535,0.2853
602.881,0.2918
603.228,0.2989
603.575,0.2891
603.922,0.2956
604.268,0.2951
604.615,0.2994
604.961,0.2927
605.308,0.2967
605.654,0.3026
606.001,0.2985
606.347,0.3048
606.693,0.3031
607.04,0.3002
607.386,0.3048
607.732,0.3144
608.078,0.3097
608.424,0.307
608.77,0.2992
609.116,0.316
609.462,0.3175
609.808,0.312
610.154,0.3154
610.5,0.3114
610.846,0.3198
611.191,0.3107
611.537,0.3197
611.883,0.3243
612.228,0.3184
612.574,0.3204
612.919,0.3123
613.265,0.3149
613.61,0.3133
613.955,0.3233
614.301,0.3203
614.646,0.3181
614.991,0.32
615.336,0.3218
615.681,0.3215
616.026,0.3135
616.371,0.3239
616.716,0.3225
617.061,0.3315
617.406,0.3275
617.751,0.3225
618.096,0.3249
618.44,0.3252
618.785,0.3233
619.13,0.322
619.474,0.3275
619.819,0.3283
620.163,0.3283
620.508,0.3196
620.852,0.3236
621.197,0.327
621.541,0.3373
621.885,0.3269
622.229,0.3277
622.574,0.3241
622.918,0.3365
623.262,0.3315
623.606,0.3354
623.95,0.3278
624.294,0.321
624.638,0.3308
624.981,0.3325
625.325,0.3377
625.669,0.3314
626.013,0.3256
626.356,0.3343
626.7,0.3365
627.043,0.3341
627.387,0.3345
627.73,0.3442
628.074,0.3309
628.417,0.3317
628.761,0.343
629.104,0.3389
629.447,0.3268
629.79,0.3285
630.133,0.3375
630.476,0.3362
630.819,0.3402
631.162,0.3435
631.505,0.3402
631.848,0.3401
632.191,0.3398
632.534,0.3431
632.877,0.3481
633.219,0.3378
633.562,0.3431
633.905,0.3511
634.247,0.3489
634.59,0.3501
634.932,0.3464
635.275,0.3487
635.617,0.3481
635.959,0.3442
636.302,0.3418
636.644,0.3571
636.986,0.3591
637.328,0.3537
637.67,0.3567
638.012,0.3605
638.354,0.3632
638.696,0.3672
639.038,0.3592
639.38,0.3643
639.722,0.3648
640.064,0.3758
640.405,0.375
640.747,0.3832
641.089,0.3651
641.43,0.362
641.772,0.3758
642.113,0.3756
642.455,0.3743
642.796,0.3719
643.137,0.3691
643.479,0.3774
643.82,0.3926
644.161,0.3836
644.502,0.3927
644.843,0.3924
645.185,0.3865
645.526,0.4085
645.866,0.3991
646.207,0.3905
646.548,0.4013
646.889,0.4145
647.23,0.4076
647.571,0.4089
647.911,0.4103
648.252,0.3949
648.592,0.4289
648.933,0.4129
649.273,0.4211
649.614,0.4184
649.954,0.4281
650.295,0.4257
650.635,0.4313
650.975,0.4399
651.315,0.4326
651.656,0.4317
651.996,0.4353
652.336,0.4383
652.676,0.4524
653.016,0.4378
653.356,0.4437
653.695,0.4445
654.035,0.4375
654.375,0.4413
654.715,0.4458
655.054,0.4385
655.394,0.4535
655.734,0.4563
656.073,0.4599
656.413,0.4675
656.752,0.4692
657.091,0.461
657.431,0.4678
657.77,0.474
658.109,0.4664
658.449,0.4724
658.788,0.4615
659.127,0.4683
659.466,0.4717
659.805,0.4832
660.144,0.4858
660.483,0.4799
660.822,0.4963
661.16,0.4771
661.499,0.481
661.838,0.4847
662.177,0.487
662.515,0.4889
662.854,0.492
663.192,0.4864
663.531,0.4666
663.869,0.47
664.208,0.4758
664.546,0.4844
664.884,0.4765
665.222,0.4918
665.561,0.4888
665.899,0.4844
666.237,0.4802
666.575,0.4963
666.913,0.5052
667.251,0.4964
667.589,0.4983
667.927,0.496
668.264,0.5003
668.602,0.4803
668.94,0.4773
669.278,0.4765
669.615,0.4636
669.953,0.4691
670.29,0.4686
670.628,0.4665
670.965,0.448
671.303,0.4466
671.64,0.4544
671.977,0.4646
672.314,0.4794
672.652,0.4727
672.989,0.4664
673.326,0.4585
673.663,0.4585
674,0.4597
674.337,0.4584
674.674,0.4404
675.01,0.4474
675.347,0.4416
675.684,0.4256
676.021,0.4141
676.357,0.408
676.694,0.4049
677.031,0.3974
677.367,0.3994
677.704,0.3858
678.04,0.3844
678.376,0.3775
678.713,0.3711
679.049,0.3908
679.385,0.3815
679.721,0.3697
680.057,0.3816
680.393,0.368
680.73,0.3544
681.065,0.362
681.401,0.3623
681.737,0.3582
682.073,0.3406
682.409,0.3341
682.745,0.3306
683.08,0.3236
683.416,0.3166
683.752,0.3091
684.087,0.2928
684.423,0.295
684.758,0.2861
685.093,0.2888
685.429,0.3025
685.764,0.2757
686.099,0.2761
686.435,0.28
686.77,0.272
687.105,0.2643
687.44,0.2688
687.775,0.2686
688.11,0.256
688.445,0.262
688.78,0.2506
689.114,0.2525
689.449,0.2432
689.784,0.2369
690.119,0.2313
690.453,0.2319
690.788,0.2321
691.122,0.2245
691.457,0.2229
691.791,0.2149
692.126,0.2096
692.46,0.206
692.794,0.199
693.128,0.1994
693.463,0.2028
693.797,0.1929
694.131,0.2041
694.465,0.196
694.799,0.1984
695.133,0.2088
695.467,0.1889
695.801,0.1939
696.134,0.1888
696.468,0.1878
696.802,0.1864
697.135,0.1847
697.469,0.1754
697.803,0.1821
698.136,0.1772
698.47,0.1712
698.803,0.1662
699.136,0.1694
699.47,0.1635
699.803,0.164
700.136,0.1707
700.469,0.1642
700.802,0.1668
701.135,0.1723
701.468,0.1662
701.801,0.1571
702.134,0.1743
702.467,0.1698
702.8,0.1601
703.133,0.1624
703.465,0.1582
703.798,0.1569
704.131,0.148
704.463,0.1435
704.796,0.1505
705.128,0.1471
705.461,0.1533
705.793,0.1462
706.125,0.1453
706.458,0.1526
706.79,0.14
707.122,0.1466
707.454,0.145
707.786,0.1514
708.118,0.1482
708.45,0.1463
708.782,0.1405
709.114,0.1475
709.446,0.1486
709.778,0.1559
710.11,0.1545
710.441,0.1501
710.773,0.1532
711.104,0.1514
711.436,0.1476
711.768,0.1381
712.099,0.15
712.43,0.1436
712.762,0.1394
713.093,0.1502
713.424,0.1445
713.755,0.1408
714.087,0.1276
714.418,0.141
714.749,0.1448
715.08,0.1435
715.411,0.1346
715.742,0.1358
716.072,0.1322
716.403,0.1429
716.734,0.1453
717.065,0.1437
717.395,0.1373
717.726,0.1341
718.057,0.1349
718.387,0.1301
718.718,0.14
719.048,0.1383
719.378,0.1265
719.709,0.1358
720.039,0.1348
720.369,0.1252
720.699,0.1264
721.029,0.1354
721.359,0.1388
721.689,0.1382
722.019,0.1325
722.349,0.1368
722.679,0.1409
723.009,0.1357
723.339,0.1395
723.669,0.1436
723.998,0.1276
724.328,0.1401
724.657,0.142
724.987,0.1414
725.316,0.1321
725.646,0.1314
725.975,0.145
726.305,0.1326
726.634,0.1277
726.963,0.1194
727.292,0.1311
727.621,0.1343
727.95,0.1435
728.279,0.1254
728.608,0.1356
728.937,0.129
729.266,0.1376
729.595,0.1506
729.924,0.1424
730.253,0.1328
730.581,0.1274
730.91,0.1161
731.238,0.1382
731.567,0.1386
731.896,0.141
732.224,0.1328
732.552,0.1338
732.881,0.1248
733.209,0.1234
733.537,0.1257
733.865,0.1237
734.194,0.1299
734.522,0.127
734.85,0.1181
735.178,0.1327
735.506,0.1151
735.833,0.1242
736.161,0.1382
736.489,0.1306
736.817,0.1267
737.144,0.1328
737.472,0.1263
737.8,0.1314
738.127,0.13
738.455,0.1324
738.782,0.1349
739.11,0.1292
739.437,0.126
739.764,0.1197
740.091,0.1207
740.419,0.1242
740.746,0.1169
741.073,0.1265
741.4,0.1309
741.727,0.1217
742.054,0.1291
742.381,0.1241
742.708,0.1278
743.034,0.1225
743.361,0.128
743.688,0.132
744.014,0.1283
744.341,0.1227
744.668,0.1174
744.994,0.1287
745.321,0.1223
745.647,0.1236
745.973,0.1229
746.3,0.1318
746.626,0.1282
746.952,0.1184
747.278,0.119
747.604,0.1193
747.93,0.1252
748.256,0.1305
748.582,0.1218
748.908,0.1196
749.234,0.1201
749.56,0.1427
749.885,0.1345
750.211,0.1313
750.537,0.1304
750.862,0.1414
751.188,0.1376
751.513,0.1277
751.839,0.1335
752.164,0.125
752.49,0.1138
752.815,0.1233
753.14,0.1153
753.465,0.12
753.79,0.1155
754.116,0.1233
754.441,0.1229
754.766,0.11
755.091,0.1212
755.415,0.1107
755.74,0.1071
756.065,0.1112
756.39,0.1359
756.714,0.1386
757.039,0.129
757.364,0.1313
757.688,0.1213
758.013,0.1274
758.337,0.1322
758.662,0.1332
758.986,0.1311
759.31,0.1299
759.634,0.131
759.959,0.1215
760.283,0.1244
760.607,0.1171
760.931,0.1208
761.255,0.1234
761.579,0.1194
761.903,0.1241
762.226,0.1095
762.55,0.1177
762.874,0.1206
763.198,0.1226
763.521,0.1292
763.845,0.1216
764.168,0.1388
764.492,0.1406
764.815,0.1344
765.139,0.1272
765.462,0.1261
765.785,0.1384
766.109,0.1336
766.432,0.12
766.755,0.1192
767.078,0.1281
767.401,0.1237
767.724,0.1192
768.047,0.1156
768.37,0.1159
768.693,0.1223
769.015,0.1292
769.338,0.1352
769.661,0.1297
769.983,0.1256
770.306,0.1428
770.628,0.1121
770.951,0.1232
771.273,0.1067
771.596,0.1161
771.918,0.1188
772.24,0.1281
772.562,0.1167
772.885,0.1137
773.207,0.1128
773.529,0.1265
773.851,0.1192
774.173,0.1296
774.495,0.1441
774.817,0.1332
775.138,0.1313
775.46,0.1428
775.782,0.1295
776.103,0.1313
776.425,0.1139
776.747,0.1285
777.068,0.1141
777.39,0.124
777.711,0.1218
778.032,0.1227
778.354,0.1122
778.675,0.1235
778.996,0.1101
779.317,0.1235
779.638,0.1185
779.959,0.1344
780.28,0.12
780.601,0.1201
780.922,0.1276
781.243,0.1309
781.564,0.1239
781.885,0.1109
782.205,0.1176
782.526,0.0987
782.847,0.1252
783.167,0.1093
783.488,0.1198
783.808,0.1083
784.128,0.1058
784.449,0.1196
784.769,0.1114
785.089,0.1165
785.409,0.1063
785.73,0.1144
786.05,0.115
786.37,0.1205
786.69,0.1219
787.01,0.1332
787.329,0.1225
787.649,0.1233
787.969,0.1076
788.289,0.1099
788.608,0.1147
788.928,0.1097
789.248,0.1195
789.567,0.1178
789.887,0.101
790.206,0.1039
790.525,0.1005
790.845,0.1114
791.164,0.1141
791.483,0.1075
791.802,0.1269
792.121,0.1229
792.44,0.1303
792.76,0.1236
793.078,0.1217
793.397,0.1347
793.716,0.1268
794.035,0.1187
794.354,0.1173
794.672,0.1201
794.991,0.1241
795.31,0.1193
795.628,0.114
795.947,0.1101
796.265,0.1266
796.584,0.112
796.902,0.1156
797.22,0.1102
797.538,0.1228
797.857,0.1104
798.175,0.1109
798.493,0.1285
798.811,0.1205
799.129,0.1203
799.447,0.1426
799.765,0.1403
800.083,0.1339
800.4,0.1374
800.718,0.1276
801.036,0.1237
801.353,0.128
801.671,0.1319
801.988,0.1262
802.306,0.1128
802.623,0.1101
802.941,0.1154
803.258,0.1149
803.575,0.1178
803.892,0.1026
804.21,0.0978
804.527,0.0943
804.844,0.0959
805.161,0.0857
805.478,0.097
805.795,0.0976
806.111,0.1281
806.428,0.1267
806.745,0.139
807.062,0.132
807.378,0.1407
807.695,0.1342
808.011,0.1289
808.328,0.1321
808.644,0.1291
808.961,0.129
809.277,0.142
809.593,0.1306
809.91,0.1377
810.226,0.1283
810.542,0.1292
810.858,0.1243
811.174,0.116
811.49,0.1375
811.806,0.1324
812.122,0.1015
812.438,0.1252
812.753,0.1139
813.069,0.1098
813.385,0.0923
813.7,0.0976
814.016,0.0923
814.331,0.0979
814.647,0.1093
814.962,0.105
815.278,0.1158
815.593,0.1242
815.908,0.1178
816.223,0.1142
816.538,0.1221
816.854,0.113
817.169,0.1252
817.484,0.1341
817.799,0.1465
818.113,0.1307
818.428,0.1426
818.743,0.1442
819.058,0.131
819.372,0.1095
819.687,0.1066
820.002,0.1111
820.316,0.1151
820.631,0.1238
820.945,0.1179
821.259,0.1213
821.574,0.1206
821.888,0.1162
822.202,0.1065
822.516,0.1151
822.83,0.1161
823.145,0.1028
823.459,0.1134
823.772,0.1336
824.086,0.1148
824.4,0.1245
824.714,0.106
825.028,0.1133
825.341,0.105
825.655,0.1136
825.969,0.114
826.282,0.1304
826.596,0.1296
826.909,0.1185
827.222,0.1048
827.536,0.1064
827.849,0.11
828.162,0.1085
828.475,0.123
828.789,0.1137
829.102,0.1106
829.415,0.1385
829.728,0.1218
830.041,0.1204
830.353,0.0948
830.666,0.102
830.979,0.1331
831.292,0.1331
831.604,0.1196
831.917,0.1269
832.229,0.1266
832.542,0.1213
832.854,0.1261
833.167,0.115
833.479,0.1306
833.791,0.1188
834.104,0.1072
834.416,0.1047
834.728,0.1098
835.04,0.1255
835.352,0.1161
835.664,0.1035
835.976,0.1123
836.288,0.1255
836.599,0.1251
836.911,0.1131
837.223,0.1206
837.535,0.1183
837.846,0.1082
838.158,0.1261
838.469,0.1236
838.781,0.133
839.092,0.1087
839.403,0.1156
839.715,0.1275
840.026,0.119
840.337,0.1268
840.648,0.1099
840.959,0.1196
841.27,0.1235
841.581,0.1149
841.892,0.1152
842.203,0.1088
842.514,0.0973
842.825,0.1311
843.135,0.1245
843.446,0.1259
843.757,0.1125
844.067,0.1272
844.378,0.1154
844.688,0.1105
844.999,0.1166
845.309,0.1132
845.619,0.1208
845.929,0.1327
846.24,0.1216
846.55,0.1378
846.86,0.1411
847.17,0.1146
847.48,0.1231
847.79,0.1148
848.1,0.1179
848.409,0.1019
848.719,0.1257
849.029,0.1067
849.338,0.1007
849.648,0.1153
849.958,0.0963
850.267,0.111
850.577,0.1061
850.886,0.1357
851.195,0.1461
851.505,0.1098
851.814,0.1297
852.123,0.0997
852.432,0.1074
852.741,0.0985
853.05,0.1172
853.359,0.1312
853.668,0.1385
853.977,0.1189
854.286,0.1198
854.595,0.0925
854.903,0.1192
855.212,0.1088
855.521,0.0872
855.829,0.1247
856.138,0.1306
856.446,0.1284
856.754,0.1258
857.063,0.1221
857.371,0.115
857.679,0.1261
857.987,0.1272
858.296,0.1205
858.604,0.0925
858.912,0.1132
859.22,0.12
859.527,0.1132
859.835,0.1181
860.143,0.134
860.451,0.1318
860.759,0.098
861.066,0.1132
861.374,0.0982
861.681,0.1243
861.989,0.1163
862.296,0.1259
862.604,0.1119
862.911,0.1119
863.218,0.1307
863.526,0.1326
863.833,0.0967
864.14,0.1007
864.447,0.1193
864.754,0.1254
865.061,0.1099
865.368,0.0999
865.675,0.1222
865.981,0.0977
866.288,0.1072
866.595,0.12
866.901,0.1137
867.208,0.1372
867.515,0.1015
867.821,0.0798
868.127,0.119
868.434,0.106
868.74,0.1197
869.046,0.1119
869.353,0.124
869.659,0.1044
869.965,0.119
870.271,0.1302
870.577,0.0997
870.883,0.1087
871.189,0.1157
871.495,0.1322
871.8,0.1415
872.106,0.096
872.412,0.1098
872.717,0.1139
873.023,0.1002
873.329,0.1047
873.634,0.1286
873.939,0.1268
874.245,0.1581
874.55,0.1151
874.855,0.1204
875.161,0.0848
875.466,0.0912
875.771,0.1032
876.076,0.1134
876.381,0.1347
876.686,0.1176
876.991,0.1228
877.295,0.1228
877.6,0.1191
877.905,0.1438
878.21,0.1326
878.514,0.1157
