wave-length (nm),A
437.107,0.2924
437.474,0.3181
437.841,0.2536
438.209,0.3171
438.576,0.2672
438.943,0.2886
439.31,0.2472
439.678,0.2933
440.045,0.2748
440.412,0.2382
440.779,0.2844
441.146,0.292
441.513,0.2928
441.88,0.277
442.247,0.2674
442.613,0.287
442.98,0.3029
443.347,0.2633
443.714,0.3153
444.08,0.3021
444.447,0.2883
444.813,0.2528
445.18,0.3167
445.546,0.316
445.913,0.2646
446.279,0.244
446.646,0.258
447.012,0.2736
447.378,0.3175
447.744,0.283
448.111,0.3044
448.477,0.2681
448.843,0.3264
449.209,0.2881
449.575,0.2396
449.941,0.2321
450.307,0.3072
450.673,0.2776
451.039,0.2835
451.404,0.2812
451.77,0.2628
452.136,0.2993
452.502,0.294
452.867,0.2618
453.233,0.2834
453.598,0.264
453.964,0.2722
454.329,0.292
454.695,0.3038
455.06,0.2906
455.425,0.2918
455.791,0.2973
456.156,0.2902
456.521,0.2935
456.886,0.2833
457.251,0.2882
457.616,0.2836
457.981,0.2999
458.346,0.2885
458.711,0.2772
459.076,0.2663
459.441,0.2625
459.806,0.3037
460.171,0.2609
460.535,0.2889
460.9,0.2793
461.265,0.2811
461.629,0.284
461.994,0.2496
462.358,0.2891
462.723,0.269
463.087,0.3071
463.452,0.2951
463.816,0.2771
464.18,0.2606
464.544,0.2946
464.909,0.262
465.273,0.2631
465.637,0.2823
466.001,0.2454
466.365,0.2805
466.729,0.2801
467.093,0.2703
467.457,0.2797
467.821,0.2655
468.185,0.2653
468.548,0.2771
468.912,0.2919
469.276,0.266
469.639,0.2773
470.003,0.283
470.367,0.256
470.73,0.2737
471.094,0.2779
471.457,0.28
471.82,0.2844
472.184,0.2821
472.547,0.2743
472.91,0.2945
473.274,0.2572
473.637,0.2732
474,0.27
474.363,0.2741
474.726,0.2668
475.089,0.2817
475.452,0.2718
475.815,0.2752
476.178,0.3112
476.54,0.2948
476.903,0.2833
477.266,0.2889
477.629,0.276
477.991,0.2669
478.354,0.276
478.716,0.2885
479.079,0.2695
479.441,0.2852
479.804,0.3007
480.166,0.2839
480.529,0.2853
480.891,0.2624
481.253,0.2656
481.615,0.274
481.978,0.2822
482.34,0.2842
482.702,0.2807
483.064,0.2808
483.426,0.2673
483.788,0.2798
484.15,0.2652
484.512,0.2806
484.873,0.2803
485.235,0.2601
485.597,0.2695
485.959,0.2861
486.32,0.2735
486.682,0.2755
487.043,0.2779
487.405,0.2737
487.766,0.272
488.128,0.282
488.489,0.2781
488.85,0.2753
489.212,0.2857
489.573,0.285
489.934,0.2645
490.295,0.2749
490.657,0.2785
491.018,0.2787
491.379,0.2751
491.74,0.2666
492.101,0.2745
492.461,0.2864
492.822,0.2717
493.183,0.2838
493.544,0.2826
493.905,0.2779
494.265,0.2635
494.626,0.2786
494.987,0.2892
495.347,0.2839
495.708,0.2599
496.068,0.2688
496.429,0.2665
496.789,0.2753
497.149,0.2661
497.509,0.2691
497.87,0.2608
498.23,0.269
498.59,0.269
498.95,0.2753
499.31,0.2778
499.67,0.2728
500.03,0.2746
500.39,0.2721
500.75,0.2618
501.11,0.26
501.47,0.2655
501.83,0.2664
502.189,0.2656
502.549,0.28
502.909,0.2684
503.268,0.2567
503.628,0.2644
503.987,0.2608
504.347,0.2763
504.706,0.2786
505.065,0.2806
505.425,0.2704
505.784,0.2785
506.143,0.2712
506.502,0.2663
506.862,0.2736
507.221,0.2771
507.58,0.2679
507.939,0.2715
508.298,0.2614
508.657,0.264
509.015,0.2853
509.374,0.2755
509.733,0.2821
510.092,0.2574
510.451,0.274
510.809,0.2808
511.168,0.2902
511.526,0.2813
511.885,0.2731
512.243,0.2717
512.602,0.2686
512.96,0.2854
513.319,0.2736
513.677,0.2582
514.035,0.2722
514.393,0.2687
514.751,0.2761
515.11,0.2709
515.468,0.2685
515.826,0.2675
516.184,0.2815
516.542,0.268
516.9,0.2661
517.257,0.2597
517.615,0.2689
517.973,0.2589
518.331,0.2626
518.688,0.2582
519.046,0.2636
519.404,0.2801
519.761,0.2593
520.119,0.2725
520.476,0.2692
520.834,0.2644
521.191,0.271
521.548,0.2607
521.906,0.265
522.263,0.2748
522.62,0.2708
522.977,0.2658
523.334,0.256
523.691,0.2609
524.048,0.2646
524.405,0.2624
524.762,0.2631
525.119,0.2654
525.476,0.2827
525.833,0.264
526.189,0.266
526.546,0.2641
526.903,0.2621
527.259,0.2502
527.616,0.2586
527.973,0.2679
528.329,0.2632
528.685,0.2562
529.042,0.2624
529.398,0.2617
529.755,0.2674
530.111,0.2686
530.467,0.2568
530.823,0.2704
531.179,0.2511
531.535,0.2549
531.891,0.2494
532.247,0.2557
532.603,0.2675
532.959,0.266
533.315,0.2601
533.671,0.261
534.027,0.2703
534.382,0.2765
534.738,0.2673
535.094,0.2602
535.449,0.2681
535.805,0.2545
536.16,0.2421
536.516,0.2511
536.871,0.2512
537.226,0.2473
537.582,0.243
537.937,0.2562
538.292,0.2549
538.647,0.2632
539.003,0.2618
539.358,0.2676
539.713,0.2585
540.068,0.2688
540.423,0.2686
540.778,0.2618
541.132,0.2506
541.487,0.2613
541.842,0.2493
542.197,0.2423
542.552,0.2415
542.906,0.2464
543.261,0.2537
543.615,0.2605
543.97,0.2623
544.324,0.2562
544.679,0.2768
545.033,0.2681
545.387,0.2731
545.742,0.2619
546.096,0.2713
546.45,0.2647
546.804,0.2629
547.158,0.2667
547.512,0.2657
547.866,0.2491
548.22,0.2434
548.574,0.2585
548.928,0.2527
549.282,0.2486
549.636,0.2605
549.99,0.2666
550.343,0.2619
550.697,0.2638
551.05,0.262
551.404,0.2638
551.758,0.2498
552.111,0.2577
552.464,0.2525
552.818,0.2476
553.171,0.259
553.524,0.257
553.878,0.2699
554.231,0.2605
554.584,0.2687
554.937,0.2697
555.29,0.265
555.643,0.2562
555.996,0.2619
556.349,0.2577
556.702,0.2615
557.055,0.2651
557.408,0.2646
557.76,0.2598
558.113,0.2668
558.466,0.2608
558.818,0.264
559.171,0.259
559.523,0.2532
559.876,0.2727
560.228,0.262
560.581,0.2612
560.933,0.2592
561.285,0.2698
561.638,0.2623
561.99,0.2607
562.342,0.259
562.694,0.2557
563.046,0.2674
563.398,0.2647
563.75,0.27
564.102,0.2665
564.454,0.2612
564.806,0.2685
565.158,0.2648
565.509,0.2639
565.861,0.2722
566.213,0.2654
566.564,0.2676
566.916,0.276
567.267,0.2608
567.619,0.2652
567.97,0.275
568.322,0.2611
568.673,0.2616
569.024,0.2612
569.376,0.2709
569.727,0.2612
570.078,0.2588
570.429,0.2636
570.78,0.2571
571.131,0.2647
571.482,0.2658
571.833,0.2657
572.184,0.2588
572.535,0.2702
572.885,0.2656
573.236,0.2608
573.587,0.2572
573.938,0.2659
574.288,0.2684
574.639,0.2733
574.989,0.2534
575.34,0.2634
575.69,0.2749
576.04,0.2656
576.391,0.2602
576.741,0.2616
577.091,0.2687
577.442,0.2622
577.792,0.257
578.142,0.2618
578.492,0.2599
578.842,0.2625
579.192,0.2659
579.542,0.2682
579.892,0.2695
580.241,0.2648
580.591,0.2736
580.941,0.2727
581.291,0.2749
581.64,0.273
581.99,0.261
582.339,0.2641
582.689,0.2666
583.038,0.2725
583.388,0.2639
583.737,0.2638
584.086,0.2596
584.436,0.2554
584.785,0.2592
585.134,0.2681
585.483,0.2631
585.832,0.2508
586.181,0.2659
586.53,0.267
586.879,0.2633
587.228,0.265
587.577,0.2711
587.926,0.2607
588.275,0.2616
588.623,0.2664
588.972,0.2668
589.321,0.271
589.669,0.2653
590.018,0.2642
590.366,0.2567
590.715,0.2674
591.063,0.2657
591.412,0.2697
591.76,0.2738
592.108,0.2759
592.456,0.2698
592.805,0.2706
593.153,0.2662
593.501,0.2703
593.849,0.2628
594.197,0.2709
594.545,0.2692
594.893,0.2802
595.24,0.2705
595.588,0.2903
595.936,0.2785
596.284,0.2687
596.631,0.2673
596.979,0.2779
597.327,0.2825
597.674,0.283
598.022,0.2852
598.369,0.2797
598.716,0.2732
599.064,0.2745
599.411,0.2706
599.758,0.2784
600.105,0.2762
600.453,0.2773
600.8,0.2787
601.147,0.2801
601.494,0.2768
601.841,0.2682
602.188,0.2677
602.535,0.273
602.881,0.2743
603.228,0.2812
603.575,0.2826
603.922,0.2792
604.268,0.2878
604.615,0.2811
604.961,0.2802
605.308,0.2825
605.654,0.2832
606.001,0.2763
606.347,0.2844
606.693,0.28
607.04,0.2776
607.386,0.2809
607.732,0.2924
608.078,0.2946
608.424,0.2873
608.77,0.2824
609.116,0.2797
609.462,0.28
609.808,0.283
610.154,0.2948
610.5,0.2855
610.846,0.2852
611.191,0.2804
611.537,0.283
611.883,0.2908
612.228,0.2945
612.574,0.2898
612.919,0.2831
613.265,0.2852
613.61,0.2846
613.955,0.2864
614.301,0.2875
614.646,0.281
614.991,0.2822
615.336,0.2822
615.681,0.288
616.026,0.2813
616.371,0.2882
616.716,0.291
617.061,0.2878
617.406,0.2855
617.751,0.2866
618.096,0.2841
618.44,0.2976
618.785,0.2827
619.13,0.2843
619.474,0.2885
619.819,0.2836
620.163,0.287
620.508,0.2822
620.852,0.2875
621.197,0.2866
621.541,0.2838
621.885,0.2858
622.229,0.2924
622.574,0.2923
622.918,0.2964
623.262,0.2821
623.606,0.2841
623.95,0.2826
624.294,0.2827
624.638,0.2951
624.981,0.2885
625.325,0.2989
625.669,0.2906
626.013,0.2842
626.356,0.2844
626.7,0.2872
627.043,0.2862
627.387,0.2918
627.73,0.2957
628.074,0.2828
628.417,0.2794
628.761,0.289
629.104,0.2872
629.447,0.2908
629.79,0.2835
630.133,0.2897
630.476,0.2866
630.819,0.2914
631.162,0.2881
631.505,0.2847
631.848,0.29
632.191,0.287
632.534,0.2995
632.877,0.2899
633.219,0.2865
633.562,0.2792
633.905,0.2959
634.247,0.2802
634.59,0.293
634.932,0.2851
635.275,0.2803
635.617,0.2868
635.959,0.2878
636.302,0.2863
636.644,0.2944
636.986,0.2841
637.328,0.2844
637.67,0.2902
638.012,0.2883
638.354,0.3052
638.696,0.2998
639.038,0.2931
639.38,0.2891
639.722,0.2895
640.064,0.2995
640.405,0.2953
640.747,0.3063
641.089,0.2901
641.43,0.2837
641.772,0.2942
642.113,0.2919
642.455,0.2953
642.796,0.2903
643.137,0.2893
643.479,0.297
643.82,0.3011
644.161,0.3037
644.502,0.3067
644.843,0.3034
645.185,0.302
645.526,0.3104
645.866,0.3122
646.207,0.3065
646.548,0.306
646.889,0.3149
647.23,0.3138
647.571,0.3104
647.911,0.3112
648.252,0.2923
648.592,0.3015
648.933,0.305
649.273,0.3085
649.614,0.3078
649.954,0.3029
650.295,0.2972
650.635,0.3132
650.975,0.3235
651.315,0.3171
651.656,0.3215
651.996,0.3167
652.336,0.3147
652.676,0.3244
653.016,0.3177
653.356,0.3263
653.695,0.3203
654.035,0.3116
654.375,0.3037
654.715,0.3115
655.054,0.317
655.394,0.3288
655.734,0.3229
656.073,0.3129
656.413,0.3308
656.752,0.3228
657.091,0.3028
657.431,0.325
657.77,0.3246
658.109,0.3197
658.449,0.3139
658.788,0.3198
659.127,0.3227
659.466,0.3213
659.805,0.3312
660.144,0.3363
660.483,0.3303
660.822,0.3349
661.16,0.3247
661.499,0.3337
661.838,0.3359
662.177,0.3198
662.515,0.3279
662.854,0.3274
663.192,0.3276
663.531,0.3138
663.869,0.3154
664.208,0.316
664.546,0.3198
664.884,0.3201
665.222,0.3294
665.561,0.328
665.899,0.3182
666.237,0.3291
666.575,0.3387
666.913,0.3354
667.251,0.3428
667.589,0.3565
667.927,0.3344
668.264,0.3457
668.602,0.3276
668.94,0.3244
669.278,0.3241
669.615,0.3169
669.953,0.3108
670.29,0.3131
670.628,0.3092
670.965,0.3072
671.303,0.3053
671.64,0.3096
671.977,0.3211
672.314,0.3304
672.652,0.3204
672.989,0.328
673.326,0.323
673.663,0.3224
674,0.3254
674.337,0.3195
674.674,0.3236
675.01,0.3205
675.347,0.312
675.684,0.3118
676.021,0.306
676.357,0.2882
676.694,0.3043
677.031,0.2792
677.367,0.286
677.704,0.2818
678.04,0.2833
678.376,0.2823
678.713,0.2894
679.049,0.2942
679.385,0.3008
679.721,0.293
680.057,0.2913
680.393,0.2986
680.73,0.2895
681.065,0.301
681.401,0.3019
681.737,0.3035
682.073,0.2882
682.409,0.282
682.745,0.2797
683.08,0.2659
683.416,0.273
683.752,0.2664
684.087,0.2621
684.423,0.2599
684.758,0.259
685.093,0.2658
685.429,0.2647
685.764,0.2623
686.099,0.2709
686.435,0.2627
686.77,0.2641
687.105,0.2642
687.44,0.2537
687.775,0.263
688.11,0.2606
688.445,0.259
688.78,0.2561
689.114,0.2575
689.449,0.2532
689.784,0.2482
690.119,0.2486
690.453,0.26
690.788,0.2432
691.122,0.2419
691.457,0.2486
691.791,0.2358
692.126,0.2446
692.46,0.2336
692.794,0.2342
693.128,0.2239
693.463,0.2347
693.797,0.2413
694.131,0.2433
694.465,0.2297
694.799,0.2426
695.133,0.2461
695.467,0.2354
695.801,0.2407
696.134,0.2375
696.468,0.2392
696.802,0.2323
697.135,0.2304
697.469,0.2215
697.803,0.2308
698.136,0.2324
698.47,0.2159
698.803,0.2136
699.136,0.2144
699.47,0.2278
699.803,0.2273
700.136,0.2168
700.469,0.2144
700.802,0.2173
701.135,0.2293
701.468,0.2194
701.801,0.2142
702.134,0.236
702.467,0.2241
702.8,0.225
703.133,0.2357
703.465,0.2264
703.798,0.2175
704.131,0.2188
704.463,0.2121
704.796,0.2191
705.128,0.2279
705.461,0.222
705.793,0.2191
706.125,0.209
706.458,0.2133
706.79,0.2139
707.122,0.2172
707.454,0.2197
707.786,0.2119
708.118,0.2204
708.45,0.2155
708.782,0.2135
709.114,0.2109
709.446,0.1999
709.778,0.2159
710.11,0.2183
710.441,0.2234
710.773,0.2143
711.104,0.2084
711.436,0.2262
711.768,0.2154
712.099,0.2177
712.43,0.2091
712.762,0.2041
713.093,0.2286
713.424,0.2175
713.755,0.2122
714.087,0.2089
714.418,0.215
714.749,0.2126
715.08,0.2234
715.411,0.2141
715.742,0.2134
716.072,0.2212
716.403,0.2234
716.734,0.2208
717.065,0.2161
717.395,0.2081
717.726,0.2052
718.057,0.2076
718.387,0.2093
718.718,0.2171
719.048,0.2052
719.378,0.2039
719.709,0.2101
720.039,0.2135
720.369,0.2057
720.699,0.2048
721.029,0.2132
721.359,0.2181
721.689,0.2103
722.019,0.2062
722.349,0.2088
722.679,0.2208
723.009,0.2042
723.339,0.2154
723.669,0.2091
723.998,0.2256
724.328,0.2231
724.657,0.2204
724.987,0.2234
725.316,0.2041
725.646,0.2239
725.975,0.2187
726.305,0.2102
726.634,0.2048
726.963,0.1982
727.292,0.1983
727.621,0.2118
727.95,0.2224
728.279,0.2076
728.608,0.2104
728.937,0.2058
729.266,0.2114
729.595,0.2164
729.924,0.2116
730.253,0.2034
730.581,0.2039
730.91,0.2073
731.238,0.2041
731.567,0.2157
731.896,0.2107
732.224,0.2117
732.552,0.2103
732.881,0.2021
733.209,0.2019
733.537,0.2074
733.865,0.2022
734.194,0.2044
734.522,0.2059
734.85,0.2125
735.178,0.2125
735.506,0.2034
735.833,0.2147
736.161,0.2208
736.489,0.2108
736.817,0.2145
737.144,0.2136
737.472,0.2094
737.8,0.2214
738.127,0.2171
738.455,0.217
738.782,0.2128
739.11,0.2017
739.437,0.2015
739.764,0.2028
740.091,0.1999
740.419,0.2032
740.746,0.1929
741.073,0.2022
741.4,0.2014
741.727,0.2086
742.054,0.1984
742.381,0.2016
742.708,0.2067
743.034,0.2157
743.361,0.2195
743.688,0.2137
744.014,0.2123
744.341,0.2081
744.668,0.2059
744.994,0.2155
745.321,0.1982
745.647,0.1977
745.973,0.2047
746.3,0.2119
746.626,0.2
746.952,0.2043
747.278,0.2021
747.604,0.1983
747.93,0.1965
748.256,0.2053
748.582,0.1917
748.908,0.1926
749.234,0.1956
749.56,0.2079
749.885,0.2072
750.211,0.2088
750.537,0.2103
750.862,0.2099
751.188,0.204
751.513,0.2102
751.839,0.2068
752.164,0.2052
752.49,0.1917
752.815,0.204
753.14,0.1935
753.465,0.1988
753.79,0.1983
754.116,0.2101
754.441,0.1923
754.766,0.2005
755.091,0.208
755.415,0.1995
755.74,0.1959
756.065,0.2039
756.39,0.2045
756.714,0.2157
757.039,0.2223
757.364,0.2056
757.688,0.206
758.013,0.2165
758.337,0.2144
758.662,0.2078
758.986,0.2066
759.31,0.2111
759.634,0.1904
759.959,0.1918
760.283,0.1958
760.607,0.1983
760.931,0.206
761.255,0.1984
761.579,0.1905
761.903,0.1975
762.226,0.1864
762.55,0.1992
762.874,0.2012
763.198,0.1948
763.521,0.1946
763.845,0.2058
764.168,0.2051
764.492,0.2048
764.815,0.2133
765.139,0.2155
765.462,0.1951
765.785,0.2031
766.109,0.2053
766.432,0.2109
766.755,0.203
767.078,0.1886
767.401,0.1911
767.724,0.1963
768.047,0.1917
768.37,0.1964
768.693,0.205
769.015,0.202
769.338,0.2095
769.661,0.2062
769.983,0.2044
770.306,0.2018
770.628,0.184
770.951,0.1987
771.273,0.1719
771.596,0.1893
771.918,0.1802
772.24,0.1832
772.562,0.1835
772.885,0.1905
773.207,0.1966
773.529,0.1888
773.851,0.1963
774.173,0.2114
774.495,0.2161
774.817,0.212
775.138,0.2065
775.46,0.2156
775.782,0.1996
776.103,0.203
776.425,0.2073
776.747,0.1959
777.068,0.1909
777.39,0.1944
777.711,0.1928
778.032,0.1881
778.354,0.1886
778.675,0.2095
778.996,0.1986
779.317,0.2016
779.638,0.2033
779.959,0.2048
780.28,0.2055
780.601,0.1994
780.922,0.1857
781.243,0.1988
781.564,0.195
781.885,0.1875
782.205,0.2046
782.526,0.162
782.847,0.1951
783.167,0.1853
783.488,0.1944
783.808,0.1967
784.128,0.1695
784.449,0.1875
784.769,0.1854
785.089,0.1899
785.409,0.1835
785.73,0.1853
786.05,0.1853
786.37,0.191
786.69,0.1902
787.01,0.1931
787.329,0.2039
787.649,0.1995
787.969,0.1903
788.289,0.1785
788.608,0.1864
788.928,0.1818
789.248,0.1997
789.567,0.1946
789.887,0.1985
790.206,0.1915
790.525,0.1933
790.845,0.1948
791.164,0.1908
791.483,0.1865
791.802,0.1981
792.121,0.1968
792.44,0.1865
792.76,0.2061
793.078,0.1966
793.397,0.2122
793.716,0.1957
794.035,0.2058
794.354,0.2007
794.672,0.1957
794.991,0.1947
795.31,0.1926
795.628,0.1853
795.947,0.1925
796.265,0.1887
796.584,0.1814
796.902,0.1839
797.22,0.1664
797.538,0.1935
797.857,0.1906
798.175,0.1898
798.493,0.2028
798.811,0.2009
799.129,0.2012
799.447,0.2022
799.765,0.2159
800.083,0.2059
800.4,0.2051
800.718,0.2048
801.036,0.2061
801.353,0.2121
801.671,0.2059
801.988,0.1957
802.306,0.194
802.623,0.1871
802.941,0.1972
803.258,0.1853
803.575,0.1953
803.892,0.1832
804.21,0.1759
804.527,0.1603
804.844,0.1644
805.161,0.1545
805.478,0.1666
805.795,0.1689
806.111,0.1864
806.428,0.1876
806.745,0.2004
807.062,0.2021
807.378,0.1846
807.695,0.1993
808.011,0.2071
808.328,0.2063
808.644,0.1952
808.961,0.1889
809.277,0.2033
809.593,0.2038
809.91,0.1913
810.226,0.2134
810.542,0.1956
810.858,0.1837
811.174,0.189
811.49,0.1875
811.806,0.1995
812.122,0.1877
812.438,0.198
812.753,0.185
813.069,0.1829
813.385,0.1809
813.7,0.1808
814.016,0.1569
814.331,0.1645
814.647,0.1718
814.962,0.1768
815.278,0.1836
815.593,0.1858
815.908,0.1947
816.223,0.1821
816.538,0.1843
816.854,0.1815
817.169,0.1809
817.484,0.2091
817.799,0.2057
818.113,0.193
818.428,0.2111
818.743,0.2076
819.058,0.2065
819.372,0.1658
819.687,0.1685
820.002,0.1747
820.316,0.1739
820.631,0.1867
820.945,0.183
821.259,0.1801
821.574,0.1794
821.888,0.1762
822.202,0.1688
822.516,0.1826
822.83,0.1806
823.145,0.1723
823.459,0.1882
823.772,0.2012
824.086,0.1963
824.4,0.1869
824.714,0.1698
825.028,0.1639
825.341,0.1704
825.655,0.1886
825.969,0.1736
826.282,0.2067
826.596,0.1986
826.909,0.1803
827.222,0.1823
827.536,0.1735
827.849,0.1741
828.162,0.1755
828.475,0.1761
828.789,0.184
829.102,0.1969
829.415,0.1975
829.728,0.2116
830.041,0.1894
830.353,0.1668
830.666,0.1724
830.979,0.186
831.292,0.1956
831.604,0.1858
831.917,0.1927
832.229,0.188
832.542,0.1845
832.854,0.1811
833.167,0.18
833.479,0.1933
833.791,0.1988
834.104,0.167
834.416,0.1944
834.728,0.1718
835.04,0.198
835.352,0.1924
835.664,0.1811
835.976,0.1846
836.288,0.1812
836.599,0.1813
836.911,0.1787
837.223,0.1992
837.535,0.1919
837.846,0.1843
838.158,0.1844
838.469,0.2031
838.781,0.1851
839.092,0.1779
839.403,0.1928
839.715,0.1845
840.026,0.1952
840.337,0.1853
840.648,0.1884
840.959,0.1819
841.27,0.1685
841.581,0.1757
841.892,0.1776
842.203,0.1735
842.514,0.1723
842.825,0.1836
843.135,0.1884
843.446,0.1875
843.757,0.1878
844.067,0.1825
844.378,0.1892
844.688,0.1805
844.999,0.1958
845.309,0.2011
845.619,0.195
845.929,0.1899
846.24,0.1988
846.55,0.1922
846.86,0.1947
847.17,0.1933
847.48,0.2033
847.79,0.1901
848.1,0.1806
848.409,0.1517
848.719,0.1744
849.029,0.1687
849.338,0.162
849.648,0.1568
849.958,0.1632
850.267,0.1875
850.577,0.1632
850.886,0.1893
851.195,0.1824
851.505,0.1708
851.814,0.1816
852.123,0.18
852.432,0.1819
852.741,0.1646
853.05,0.1995
853.359,0.2016
853.668,0.1998
853.977,0.1956
854.286,0.1982
854.595,0.1731
854.903,0.1806
855.212,0.168
855.521,0.1734
855.829,0.2088
856.138,0.2014
856.446,0.1846
856.754,0.1918
857.063,0.1853
857.371,0.1843
857.679,0.1783
857.987,0.1893
858.296,0.1967
858.604,0.1758
858.912,0.1837
859.22,0.1689
859.527,0.1762
859.835,0.1885
860.143,0.1958
860.451,0.1769
860.759,0.1685
861.066,0.171
861.374,0.1588
861.681,0.2087
861.989,0.1879
862.296,0.1867
862.604,0.1931
862.911,0.1861
863.218,0.1615
863.526,0.1753
863.833,0.1803
864.14,0.1725
864.447,0.2106
864.754,0.1945
865.061,0.1751
865.368,0.1888
865.675,0.1804
865.981,0.1631
866.288,0.1777
866.595,0.1793
866.901,0.1892
867.208,0.1882
867.515,0.1679
867.821,0.1676
868.127,0.2032
868.434,0.1917
868.74,0.1776
869.046,0.1773
869.353,0.1745
869.659,0.1608
869.965,0.1788
870.271,0.1855
870.577,0.1644
870.883,0.1844
871.189,0.1974
871.495,0.2157
871.8,0.2119
872.106,0.1665
872.412,0.1919
872.717,0.1618
873.023,0.1651
873.329,0.1696
873.634,0.2001
873.939,0.2177
874.245,0.1998
874.55,0.1917
874.855,0.1658
875.161,0.161
875.466,0.1701
875.771,0.1817
876.076,0.1726
876.381,0.1826
876.686,0.1841
876.991,0.1541
877.295,0.193
877.6,0.1836
877.905,0.1741
878.21,0.171
878.514,0.1839
